unicode_id,sign_grapheme,unicodeTrLit,syllabarySign,PhoneticsVersion
U+12133,𒄳,hi × kin,HI×KIN,GUKIN2 | HI×KIN | gukin2
U+12134,𒄴,hi × nun,HI×NUN,A'2 | AH | AHA | BI9 | DUGA3 | E'2 | EH | GIRIŠX(|HI×NUN|) | GUDUX(|HI×NUN|) | HI×NUN | I'2 | IH | NU13 | NUMUN3 | U'2 | U13 | UH | UHU | UMAN | UMUN3 | a'2 | ah | aha | bi9 | duga3 | e'2 | eh | girišx(|HI×NUN|) | gudux(|HI×NUN|) | i'2 | ih | nu13 | numun3 | u'2 | u13 | uh | uhu | uman | umun3
U+12135,𒄵,hi × she,HI×ŠE,BIR | BIRI | DUBUR | ELLAG2 | ELLAMX(|HI×ŠE|) | ELLAĜ2 | GEREŠ | GIREŠ | GIRIŠ | HI×ŠE | KALAM2 | PIR3 | URX(|HI×ŠE|) | ZANZANA | bir | biri | dubur | ellag2 | ellamx(|HI×ŠE|) | ellaĝ2 | gereš | gireš | giriš | kalam2 | pir3 | urx(|HI×ŠE|) | zanzana
U+12136,𒄶,hi × u,HI×U,DUBUR2 | HI×U | dubur2 | ŠARU | šaru
U+12137,𒄷,hu,HU,'U5 | 'u5 | BAG | BAH | BAK | BAQ | BURUX(HU) | DALX(HU) | HU | MUŠ8 | MUŠEN | MUŠENA | PA7 | PAG | PAH3 | PAK | PAQ | PUQ2 | TALX(HU) | U11 | USAN5 | bag | bah | bak | baq | burux(HU) | dalx(HU) | hu | muš8 | mušen | mušena | pa7 | pag | pah3 | pak | paq | puq2 | talx(HU) | u11 | usan5
U+12138,𒄸,hub₂,HUB2,DUX(HUB2) | HUB2 | HUP2 | KUP3 | TU11 | TUKX(HUB2) | TUMX(HUB2) | dux(HUB2) | hub2 | hup2 | kup3 | tu11 | tukx(HUB2) | tumx(HUB2)
U+12139,𒄹,hub₂ × an,HUB2×AN,HUB2×AN
U+1213A,𒄺,hub₂ × hal,HUB2×HAL,HUB2×HAL
U+1213B,𒄻,hub₂ × kaskal,HUB2×KASKAL,HUB2×KASKAL
U+1213C,𒄼,hub₂ × lish,|HUB₂×LIŠ|,
U+1213D,𒄽,hub₂ × ud,HUB2×UD,HUB | HUB2×UD | HUP | QUP2 | TU10 | TUMX(|HUB2×UD|) | hub | hup | qup2 | tu10 | tumx(|HUB2×UD|)
U+1213E,𒄾,hul₂,HUL2,BIBRA | BIBRI | GUGGAL | GUKKAL | HUL2 | HULA2 | KUNGAL | KUŠ8 | UKUŠ2 | bibra | bibri | guggal | gukkal | hul2 | hula2 | kungal | kuš8 | ukuš2
U+1213F,𒄿,i,I,I | NAT2 | i | nat2
U+12140,𒅀,i a,I.A,I.A | IA | IE | II | IU | YI2 | ia | ie | ii | iu | yi2
U+12141,𒅁,ib,IB,ARKABX(IB) | DAR2 | DARA2 | DARI2 | DARU2 | DARUM2 | DIRI2 | EB | EP | IB | IBBI | IP | URAŠ | URTA | arkabx(IB) | dar2 | dara2 | dari2 | daru2 | darum2 | diri2 | eb | ep | ib | ibbi | ip | uraš | urta
U+12142,𒅂,idim,IDIM,ARI2 | BANDA4 | DEHI4 | EŠE3 | HANIŠ | IDIM | IRI8 | KIR5 | MID | PAX(IDIM) | RAPIQU2 | SULLAT | URI4 | URUMX(IDIM) | ari2 | banda4 | dehi4 | eše3 | haniš | idim | iri8 | kir5 | mid | pax(IDIM) | rapiqu2 | sullat | uri4 | urumx(IDIM) | ŠULLAT | šullat
U+12143,𒅃,idim / idim bur,|IDIM&IDIM.BUR|,bansur₂ | banšur₂ | burₓ | buru₉ | gurinₓ | gurunₓ | kiši₁₁ | kurunₓ
U+12144,𒅄,idim / idim squared,|4×(IDIM&IDIM)|,burₓ | buruₓ | gurinₓ | gurunₓ | kurunₓ
U+12145,𒅅,ig,IG,/MAL/ | /mal/ | DA11 | EG | EK | EQ | EĜ | GA7 | GAGAL | GAL2 | GALA7 | IG | IGA | IK | IQ | KAGAR | MAL3 | da11 | eg | ek | eq | eĝ | ga7 | gagal | gal2 | gala7 | ig | iga | ik | iq | kagar | mal3 | ĜAL2 | ĝal2
U+12146,𒅆,igi,IGI,BAD5 | BADI | BAT5 | DAMU2 | GE8 | GI8 | IGAX(IGI) | IGI | IGU | INA2 | INI2 | INU2 | LAM5 | LE3 | LEM | LI3 | LIB4 | LIM | LIMA | LIMI | LUM2 | PA10 | PAD4 | PAN3 | RAX(IGI) | SI17 | bad5 | badi | bat5 | damu2 | ge8 | gi8 | igax(IGI) | igi | igu | ina2 | ini2 | inu2 | lam5 | le3 | lem | li3 | lib4 | lim | lima | limi | lum2 | pa10 | pad4 | pan3 | rax(IGI) | si17 | ŠE20 | ŠI | še20 | ši
U+12147,𒅇,igi dib,|IGI.DIB|,ša₁₇ | u₃
U+12148,𒅈,igi ri,|IGI.RI|,ar | ara₈
U+12149,𒅉,igi / igi shir / shir ud / ud,|IGI&IGI.ŠIR&ŠIR.UD&UD|,dimsar
U+1214A,𒅊,igi gunu,IGI@g,AGAR4 | IGI2 | IGI@G | IGI@g | IGIGUNUX(IGI@G) | IMMA3 | NAB4 | NAM4 | SA7 | SAG12 | SAMAG6 | SE12 | SEG7 | SI12 | SIG7 | UGUR2 | UKUR5 | ZIX(IGI@G) | agar4 | igi2 | igigunux(IGI@g) | imma3 | nab4 | nam4 | sa7 | sag12 | samag6 | se12 | seg7 | si12 | sig7 | ugur2 | ukur5 | zix(IGI@g) | ŠAMAGX(IGI@G) | ŠEX(IGI@G) | ŠI7 | šamagx(IGI@g) | šex(IGI@g) | ši7
U+1214B,𒅋,il,IL,EL2 | IL | el2 | il
U+1214C,𒅌,il × gan₂ tenu,IL×GAN2@t,EL4 | IL8 | IL×GAN2@T | IL×GAN2@t | el4 | il8
U+1214D,𒅍,il₂,IL2,DUPSIK | DUSI | DUSSU | DUSU | GA6 | GIL3 | GUR3 | GURU3 | IL2 | ILA2 | ILI2 | dupsik | dusi | dussu | dusu | ga6 | gil3 | gur3 | guru3 | il2 | ila2 | ili2 | ĜA6 | ĝa6
U+1214E,𒅎,im,IM,ADAD | ANEGI | DALHAMUNX(IM) | DID | DI[...]IG | EM | ENEGIR | ILUMER | IM | IMEX(IM) | IMI | IŠGURX(IM) | IŠKUR | KAKRA | KAKRU | KARKAR | KARKARA | MER2 | MIR2 | MUR3 | MURIM | MURU3 | TEŠUB | TID | TU15 | TUM9 | TUMU | adad | anegi | dalhamunx(IM) | di[...]ig | did | em | enegir | ilumer | im | imex(IM) | imi | išgurx(IM) | iškur | kakra | kakru | karkar | karkara | mer2 | mir2 | mur3 | murim | muru3 | tešub | tid | tu15 | tum9 | tumu | ŠAR5 | ŠARA5 | ŠEĜ7 | šar5 | šara5 | šeĝ7
U+1214F,𒅏,im × tak₄,IM×TAK4,IM×TAK4 | KID7 | TUG7 | TUK7 | kid7 | tug7 | tuk7
U+12150,𒅐,im crossing im,|IM%IM|,agar₅ | aŋar₅ | angar | dalhamun₆ | hamunₓ | merimer₃ | merimeri₃ | mermer₃ | mermeri₃ | nimgigre | nimgirgireₓ | rad₂ | zigara | zigkaru | zikara | zikaru | aŋar₅ | dalhamun₆ | mermeri₃
U+12151,𒅑,im opposing im,IM,ADAD | ANEGI | DALHAMUNX(IM) | DID | DI[...]IG | EM | ENEGIR | ILUMER | IM | IMEX(IM) | IMI | IŠGURX(IM) | IŠKUR | KAKRA | KAKRU | KARKAR | KARKARA | MER2 | MIR2 | MUR3 | MURIM | MURU3 | TEŠUB | TID | TU15 | TUM9 | TUMU | adad | anegi | dalhamunx(IM) | di[...]ig | did | em | enegir | ilumer | im | imex(IM) | imi | išgurx(IM) | iškur | kakra | kakru | karkar | karkara | mer2 | mir2 | mur3 | murim | muru3 | tešub | tid | tu15 | tum9 | tumu | ŠAR5 | ŠARA5 | ŠEĜ7 | šar5 | šara5 | šeĝ7
U+12152,𒅒,im squared,IM,ADAD | ANEGI | DALHAMUNX(IM) | DID | DI[...]IG | EM | ENEGIR | ILUMER | IM | IMEX(IM) | IMI | IŠGURX(IM) | IŠKUR | KAKRA | KAKRU | KARKAR | KARKARA | MER2 | MIR2 | MUR3 | MURIM | MURU3 | TEŠUB | TID | TU15 | TUM9 | TUMU | adad | anegi | dalhamunx(IM) | di[...]ig | did | em | enegir | ilumer | im | imex(IM) | imi | išgurx(IM) | iškur | kakra | kakru | karkar | karkara | mer2 | mir2 | mur3 | murim | muru3 | tešub | tid | tu15 | tum9 | tumu | ŠAR5 | ŠARA5 | ŠEĜ7 | šar5 | šara5 | šeĝ7
U+12153,𒅓,imin,IMIN,IMIN | IMINA | UMUN7 | UMUNAX(IMIN) | imin | imina | umun7 | umunax(IMIN)
U+12154,𒅔,in,IN,EN6 | GIR12 | IN | INI | ISIN2 | en6 | gir12 | in | ini | isin2
U+12155,𒅕,ir,IR,ER | ERE14 | EREŠ3 | EREŠU | ERI14 | IR | IRE14 | IRI14 | er | ere14 | ereš3 | erešu | eri14 | ir | ire14 | iri14
U+12156,𒅖,ish,IŠ,es₅ | eš₁₅ | is₂ | isi | isiš | iš | iši | iṣ₂ | iz₂ | kukkuda₂ | kukkuš | kukkušda | kukuda₂ | kuš₇ | kuzunₓ | mel | mil | mili | milla | sahar | sahardub | sušₓ | šen₆ | šuš₃ | ukum
U+12157,𒅗,ka,KA,/ENEĜ/ | /eneĝ/ | BUX(KA) | DA12 | DAG5 | DU11 | DUG4 | DUGA4 | E7 | EMEX(KA) | EN4 | ENEM | ENIM | GA14 | GIR17 | GIRI17 | GU3 | GUR18 | I5 | INIM | IŠ5 | KA | KAG2 | KAK2 | KIR4 | KIRI3 | MEX(KA) | NAGX(KA) | PE4 | PI4 | PU5 | QA3 | SIGX(KA) | SU11 | SUGX(KA) | SUMURX(KA) | SUMUX(KA) | UZUGX(KA) | ZIB4 | ZU2 | ZUG2 | ZUH | bux(KA) | da12 | dag5 | du11 | dug4 | duga4 | e7 | emex(KA) | en4 | enem | enim | ga14 | gir17 | giri17 | gu3 | gur18 | i5 | inim | iš5 | ka | kag2 | kak2 | kir4 | kiri3 | mex(KA) | nagx(KA) | pe4 | pi4 | pu5 | qa3 | sigx(KA) | su11 | sugx(KA) | sumurx(KA) | sumux(KA) | uzugx(KA) | zib4 | zu2 | zug2 | zuh | ŠE28 | ŠED17 | ŠEG13 | ŠIX(KA) | ŠUDX(KA) | še28 | šed17 | šeg13 | šix(KA) | šudx(KA)
U+12158,𒅘,ka × a,KA×A,EMMA2 | EMMEN2 | EMMIN2 | ENMEN2 | GAB3 | GU6 | IMMA2 | IMMELI | IMMEN2 | IMMIN2 | KAB2 | KA×A | NA8 | NAG | NAGA2 | NAK | NAMX(|KA×A|) | NAQ | NAĜ | NIK5 | emma2 | emmen2 | emmin2 | enmen2 | gab3 | gu6 | imma2 | immeli | immen2 | immin2 | kab2 | na8 | nag | naga2 | nak | namx(|KA×A|) | naq | naĝ | nik5
U+12159,𒅙,ka × ad,KA×AD,AKX(|KA×AD|) | KA×AD | akx(|KA×AD|)
U+1215A,𒅚,ka × ad + ku₃,KA×AD+KU3,KA×AD+KU3 | NAGIRI | NIGRU | nagiri | nigru | KA×ADxKU3
U+1215B,𒅛,ka × ash₂,KA×AŠ2,IBIRA2 | KA×AŠ2 | ibira2
U+1215C,𒅜,ka × bad,KA×BAD,KA×BAD | UH4 | UŠ11 | uh4 | uš11
U+1215D,𒅝,ka × balag,KA×BALAG,GUDIDDI | KA×BALAG | SI18 | SIGX(KA×BALAG) | SIGX(|KA×BALAG|) | gudiddi | si18 | sigx(KA×BALAG) | sigx(|KA×BALAG|) | ŠE26 | ŠED15 | ŠEG11 | ŠIDX(KA×BALAG) | ŠIDX(|KA×BALAG|) | ŠIGX(KA×BALAG) | ŠIGX(|KA×BALAG|) | ŠIX(KA×BALAG) | ŠIX(|KA×BALAG|) | še26 | šed15 | šeg11 | šidx(KA×BALAG) | šidx(|KA×BALAG|) | šigx(KA×BALAG) | šigx(|KA×BALAG|) | šix(KA×BALAG) | šix(|KA×BALAG|)
U+1215E,𒅞,ka × bar,KA×BAR,KA×BAR | UNKINX(|KA×BAR|) | unkinx(|KA×BAR|)
U+1215F,𒅟,ka × bi,KA×BI,KA×BI
U+12160,𒅠,ka × erin₂,KA×ERIN2,KA×ERIN2 | MEX(|KA×ERIN2|) | mex(|KA×ERIN2|)
U+12161,𒅡,ka × esh₂,KA×EŠ2,KA×EŠ2 | MA5 | MU3 | ma5 | mu3
U+12162,𒅢,ka × ga,KA×GA,KA×GA | SIMX(|KA×GA|) | SUB | simx(|KA×GA|) | sub | ŠUBX(|KA×GA|) | šubx(|KA×GA|)
U+12163,𒅣,ka × gal,KA×GAL,AGAL | KA×GAL | agal
U+12164,𒅤,ka × gan₂ tenu,KA×GAN2@t,BA11 | BU3 | BUM | BURX(|KA×GAN2@T|) | BUZUR5 | KAN6 | KANA6 | KA×GAN2@T | KA×GAN2@t | MUX(|KA×GAN2@T|) | PU3 | PUM | PUZUR5 | TUGURE | ba11 | bu3 | bum | burx(|KA×GAN2@t|) | buzur5 | kan6 | kana6 | mux(|KA×GAN2@t|) | pu3 | pum | puzur5 | tugure
U+12165,𒅥,ka × gar,KA×GAR,GU7 | KA×GAR | KU2 | KUR8 | gu7 | ku2 | kur8 | ŠAGAR | ŠAĜAR | šagar | šaĝar
U+12166,𒅦,ka × gar + sha₃ + a,KA×GAR+ŠA3+A,KA×GAR+ŠA3+A | MELEX(|KA×GAR+ŠA3+A|) | MELIX(|KA×GAR+ŠA3+A|) | melex(|KA×GAR+ŠA3+A|) | melix(|KA×GAR+ŠA3+A|) | KA×GARxŠA3xA | MELEX(|KA×GARxŠA3xA|) | MELIX(|KA×GARxŠA3xA|) | melex(|KA×GARxŠA3xA|) | melix(|KA×GARxŠA3xA|)
U+12167,𒅧,ka × gi,KA×GI,KA×GI
U+12168,𒅨,ka × gir₂,KA×GIR2,EMEX(|KA×GIR2|) | EMEX-GIR2(|KA×GIR2|) | KA×GIR2 | emex(|KA×GIR2|) | emex-gir2(|KA×GIR2|)
U+12169,𒅩,ka × gish + sar,KA×GIŠ+SAR,GUKRI | KA×GIŠ+SAR | gukri | KA×GIŠxSAR
U+1216A,𒅪,ka × gish crossing gish,|KA×(GIŠ%GIŠ)|,gasa | gaza₃ | ibira | irhandiₓ | nehandiₓ | tibira₂
U+1216B,𒅫,ka × gu,KA×GU,GURUM3 | GURX(|KA×GU|) | GUX(|KA×GU|) | KA×GU | gurum3 | gurx(|KA×GU|) | gux(|KA×GU|)
U+1216C,𒅬,ka × gur₇,KA×GUR7,KA×GUR7 | KUGRE | KUGUR | kugre | kugur
U+1216D,𒅭,ka × igi,KA×IGI,ASALX(|KA×IGI|) | KA×IGI | asalx(|KA×IGI|) | ŠILIG7 | šilig7
U+1216E,𒅮,ka × im,KA×IM,BA5 | BU13 | BUHX(|KA×IM|) | BUL4 | BUN2 | KA×IM | KIRIX(|KA×IM|) | TUX(|KA×IM|) | ba5 | bu13 | buhx(|KA×IM|) | bul4 | bun2 | kirix(|KA×IM|) | tux(|KA×IM|)
U+1216F,𒅯,ka × kak,KA×KAK,KA×KAK | KIR14 | kir14
U+12170,𒅰,ka × ki,KA×KI,GURUŠX(|KA×KI|) | KA×KI | gurušx(|KA×KI|)
U+12171,𒅱,ka × kid,KA×KID,DUNX(|KA×KID|) | KA×KID | SULX(|KA×KID|) | SUMX(|KA×KID|) | SUNX(|KA×KID|) | SUX(|KA×KID|) | dunx(|KA×KID|) | sulx(|KA×KID|) | sumx(|KA×KID|) | sunx(|KA×KID|) | sux(|KA×KID|)
U+12172,𒅲,ka × li,KA×LI,GELE3 | GELI3 | GILI3 | GILIB3 | GIRIX(|KA×LI|) | KA×LI | MEL2 | MELE2 | MELI2 | MILI2 | MU7 | MUMUNX(|KA×LI|) | MUNX(|KA×LI|) | SUG7 | TU6 | UŠ7 | ZUG4 | ZUHX(|KA×LI|) | gele3 | geli3 | gili3 | gilib3 | girix(|KA×LI|) | mel2 | mele2 | meli2 | mili2 | mu7 | mumunx(|KA×LI|) | munx(|KA×LI|) | sug7 | tu6 | uš7 | zug4 | zuhx(|KA×LI|) | ĜELI3 | ĜILI3 | ĜIRIX(|KA×LI|) | ĝeli3 | ĝili3 | ĝirix(|KA×LI|) | ŠEGX(|KA×LI|) | šegx(|KA×LI|)
U+12173,𒅳,ka × lu,KA×LU,KA×LU | PU-UDU | pu-udu
U+12174,𒅴,ka × me,KA×ME,EM4 | EME | KA×ME | ULI | em4 | eme | uli
U+12175,𒅵,ka × me + du,KA×ME+DU,KA×ME+DU | MEDU | MEŠA | medu | meša | KA×MExDU
U+12176,𒅶,ka × me + gi,KA×ME+GI,EMENGI | KA×ME+GI | emengi | KA×MExGI
U+12177,𒅷,ka × me + te,KA×ME+TE,IMMINTE | KA×ME+TE | imminte | KA×MExTE
U+12178,𒅸,ka × mi,KA×MI,GANAX(|KA×MI|) | KAN5 | KANA5 | KA×MI | ganax(|KA×MI|) | kan5 | kana5
U+12179,𒅹,ka × mi + nunuz,KA×MI+NUNUZ,KA×MI+NUNUZ | KA×MIxNUNUZ
U+1217A,𒅺,ka × ne,KA×NE,KA×NE | MURGU3 | URGU2 | murgu3 | urgu2
U+1217B,𒅻,ka × nun,KA×NUN,/ŠUMDUM/ | /šumdum/ | KA×NUN | NUMDU | NUMDUM | NUMDUN | NUNDU | NUNDUM | NUNDUN | numdu | numdum | numdun | nundu | nundum | nundun
U+1217C,𒅼,ka × pi,KA×PI,KA×PI | TERX(|KA×PI|) | UŠ14 | terx(|KA×PI|) | uš14
U+1217D,𒅽,ka × ru,KA×RU,GILIB4 | KA×RU | gilib4
U+1217E,𒅾,ka × sa,KA×SA,DUNX(|KA×SA|) | KA×SA | MANGAGA | SU6 | SUL3 | SUM4 | SUN4 | TUNX(|KA×SA|) | dunx(|KA×SA|) | mangaga | su6 | sul3 | sum4 | sun4 | tunx(|KA×SA|)
U+1217F,𒅿,ka × sar,KA×SAR,KA×SAR | MA8 | MU11 | ma8 | mu11
U+12180,𒆀,ka × sha,KA×ŠA,KA×ŠA | MU13 | mu13
U+12181,𒆁,ka × she,KA×ŠE,KA×ŠE | TUKUR2 | TUKUREX(|KA×ŠE|) | tukur2 | tukurex(|KA×ŠE|)
U+12182,𒆂,ka × shid,KA×ŠID,DILIB2 | GIGURU3 | KA×ŠID | SIGX(KA×ŠID) | SIGX(|KA×ŠID|) | SILIG6 | dilib2 | giguru3 | sigx(KA×ŠID) | sigx(|KA×ŠID|) | silig6 | ŠE25 | ŠED14 | ŠEG10 | ŠIGX(KA×ŠID) | ŠIGX(|KA×ŠID|) | ŠILIG6 | ŠIQ4 | še25 | šed14 | šeg10 | šigx(KA×ŠID) | šigx(|KA×ŠID|) | šilig6 | šiq4
U+12183,𒆃,ka × shu,KA×ŠU,BURX(|KA×ŠU|) | KA×ŠU | UŠX(|KA×ŠU|) | burx(|KA×ŠU|) | ušx(|KA×ŠU|) | ŠEDX(|KA×ŠU|) | ŠEGX(|KA×ŠU|) | ŠEX(|KA×ŠU|) | ŠIX(|KA×ŠU|) | ŠU12 | ŠUD3 | ŠUDE3 | ŠUDU3 | šedx(|KA×ŠU|) | šegx(|KA×ŠU|) | šex(|KA×ŠU|) | šix(|KA×ŠU|) | šu12 | šud3 | šude3 | šudu3
U+12184,𒆄,ka × sig,KA×SIG,EMESIG | KA×SIG | emesig
U+12185,𒆅,ka × suhur,KA×SUHUR,KA×SUHUR | MUNSUBX(|KA×SUHUR|) | munsubx(|KA×SUHUR|)
U+12186,𒆆,ka × tar,KA×TAR,KA×TAR | ZUKURA | zukura
U+12187,𒆇,ka × u,KA×U,KA×U
U+12188,𒆈,ka × u₂,KA×U2,KA×U2 | MELEX(|KA×U2|) | MELIX(|KA×U2|) | MUSUG5 | TUKUR3 | USUG5 | UZUG5 | melex(|KA×U2|) | melix(|KA×U2|) | musug5 | tukur3 | usug5 | uzug5
U+12189,𒆉,ka × ud,KA×UD,EMMA | EMMEN | EMMIN | ENMEN | IMMA | IMMEN | IMMIN | KA×UD | SI19 | SUBX(|KA×UD|) | TUX(|KA×UD|) | ZA6 | ZU9 | emma | emmen | emmin | enmen | imma | immen | immin | si19 | subx(|KA×UD|) | tux(|KA×UD|) | za6 | zu9
U+1218A,𒆊,ka × umum × pa,KA×UMUM×PA,GUDEDDE | KA×UMUM×PA | gudedde
U+1218B,𒆋,ka × ush,KA×UŠ,DURIX(|KA×UŠ|) | KA×UŠ | UGAL | durix(|KA×UŠ|) | ugal
U+1218C,𒆌,ka × zi,KA×ZI,GUZIX(|KA×ZI|) | KA×ZI | guzix(|KA×ZI|)
U+1218D,𒆍,ka₂,KA2,AGANX(KA2) | AKA4 | AKAN2 | BABA2 | BABU | GU16 | KA2 | KAN4 | KANKAN | PAPA2 | aganx(KA2) | aka4 | akan2 | baba2 | babu | gu16 | ka2 | kan4 | kankan | papa2
U+1218E,𒆎,ka₂ crossing ka₂,|KA₂%KA₂|,xₓ
U+1218F,𒆏,kab,KAB,GAB2 | GABA2 | GABU2 | GAP2 | GUB3 | GUBU3 | KAB | KAP | KAPA | QAB2 | QAP2 | gab2 | gaba2 | gabu2 | gap2 | gub3 | gubu3 | kab | kap | kapa | qab2 | qap2
U+12190,𒆐,kad₂,KAD2,GAT2 | KAD2 | KAT2 | QAD6 | QAT6 | gat2 | kad2 | kat2 | qad6 | qat6 | ŠID2 | šid2
U+12191,𒆑,kad₃,KAD3,GAT3 | KAD3 | KAT3 | KATA3 | KUD6 | QAT7 | gat3 | kad3 | kat3 | kata3 | kud6 | qat7 | ŠED4 | šed4
U+12192,𒆒,kad₄,KAD4,GEŠHUR | GEŠKAD | GIŠHUR | GIŠKAD | HAD4 | KAD4 | KAM3 | KARA4 | KARX(KAD4) | KAT4 | KID5 | KIM2 | PEŠ5 | PIŠ5 | QAT5 | UNU9 | gešhur | geškad | gišhur | giškad | had4 | kad4 | kam3 | kara4 | karx(KAD4) | kat4 | kid5 | kim2 | peš5 | piš5 | qat5 | unu9 | ŠED5 | šed5
U+12193,𒆓,kad₅,KAD5,BANSUR3 | BANŠUR3 | KAD5 | KAT5 | KID6 | KIMX(KAD5) | PEŠ6 | PIŠ6 | QAT8 | bansur3 | banšur3 | kad5 | kat5 | kid6 | kimx(KAD5) | peš6 | piš6 | qat8
U+12194,𒆔,kad₅ / kad₅,|KAD₅&KAD₅|,esirₓ
U+12195,𒆕,kak,KAK,BAN4 | DA3 | DU3 | GAG | GAK | HENBUR | KA15 | KAK | KAL3 | KAQ | KI7 | QA6 | QAQ | QI6 | RE12 | RI12 | RU2 | TU20 | USANX(KAK) | ZARX(KAK) | ban4 | da3 | du3 | gag | gak | henbur | ka15 | kak | kal3 | kaq | ki7 | qa6 | qaq | qi6 | re12 | ri12 | ru2 | tu20 | usanx(KAK) | zarx(KAK)
U+12196,𒆖,kak × igi gunu,KAK×IGI@g,KAK×IGI@g
U+12197,𒆗,kal,KAL,ALAD2 | BAŠTUM | DAN | DANA3 | DANNU | DUN6 | ESI | ESIG | EŠAX(KAL) | EŢLU | GAL9 | KAL | KALA | KALAG | KALAGA | KALGA | LA6 | LAB | LALA2 | LAMA3 | LAMASSU | LAMMA | LAMMAR | LAP | LIB2 | LIP2 | MIRX(KAL) | NIR6 | QAL4 | RAB4 | RIB | RIP | RUB | SA14 | SAG8 | SEG15 | SI21 | SIG15 | SILIM2 | SILIMA2 | SUBX(KAL) | SUN7 | SUNAX(KAL) | TAN | TANA | URRUB2 | URSUB2 | ZI8 | ZURZUB2 | alad2 | baštum | dan | dana3 | dannu | dun6 | esi | esig | ešax(KAL) | eţlu | gal9 | kal | kala | kalag | kalaga | kalga | la6 | lab | lala2 | lama3 | lamassu | lamma | lammar | lap | lib2 | lip2 | mirx(KAL) | nir6 | qal4 | rab4 | rib | rip | rub | sa14 | sag8 | seg15 | si21 | sig15 | silim2 | silima2 | subx(KAL) | sun7 | sunax(KAL) | tan | tana | urrub2 | ursub2 | zi8 | zurzub2 | ŞURŞUB2 | şurşub2 | ŠEDU | šedu | ŢAN | ţan
U+12198,𒆘,kal × bad,KAL×BAD,ALAD | KAL×BAD | alad
U+12199,𒆙,kal crossing kal,|KAL%KAL|,liri₇ | liru₇ | lirum₇
U+1219A,𒆚,kam₂,KAM2,ERIŠ7 | KAM2 | UDUL7 | UTUL7 | eriš7 | kam2 | udul7 | utul7
U+1219B,𒆛,kam₄,KAM4,GAM3 | KAM4 | ZUB | ZUBI | ZUBU | gam3 | kam4 | zub | zubi | zubu
U+1219C,𒆜,kaskal,KASKAL,BU2 | BUŠ | DANA2 | DANNA2 | EŠ8 | IR7 | IŠ2 | KAS | KASA | KASKAL | KAŠ2 | RAS | RAŠ | RIN6 | bu2 | buš | dana2 | danna2 | eš8 | ir7 | iš2 | kas | kasa | kaskal | kaš2 | ras | raš | rin6 | ŠUBTUMX(KASKAL) | šubtumx(KASKAL)
U+1219D,𒆝,kaskal lagab × u / lagab × u,|KASKAL.(LAGAB×U)&(LAGAB×U)|,šubtu₆ | šubtum₆
U+1219E,𒆞,kaskal / kaskal lagab × u / lagab × u,|(KASKAL.LAGAB×U)&(KASKAL.LAGAB×U)|,šubtu₇ | šubtum₇
U+1219F,𒆟,kesh₂,KEŠ2,GIR11 | GIRI11 | GIRID | HER | HIR | KEŠ2 | KEŠDA | KEŠE2 | KEŠI2 | KIRI7 | KIRID | KIRIS | KIRIT | KIŠ2 | KIŠI2 | gir11 | giri11 | girid | her | hir | keš2 | kešda | keše2 | keši2 | kiri7 | kirid | kiris | kirit | kiš2 | kiši2
U+121A0,𒆠,ki,KI,AMMAX(KI) | ERŞETU | GAGAR | GE5 | GI5 | GU14 | KE | KI | KU11 | QAQQARU | QE2 | QI2 | SASX(KI) | UBDAX(KI) | ammax(KI) | erşetu | gagar | ge5 | gi5 | gu14 | ke | ki | ku11 | qaqqaru | qe2 | qi2 | sasx(KI) | ubdax(KI) | ĜIŠBUNX(KI) | ĝišbunx(KI)
U+121A1,𒆡,ki × bad,KI×BAD,HABRUD2 | HABRUDA2 | KI×BAD | habrud2 | habruda2
U+121A2,𒆢,ki × u,KI×U,HABRUD | HABRUDA | HANBURUDA | HARX(|KI×U|) | KI×U | habrud | habruda | hanburuda | harx(|KI×U|)
U+121A3,𒆣,ki × ud,KI×UD,KISLAH2 | KI×UD | kislah2
U+121A4,𒆤,kid,KID,BURU6 | GE2 | GI2 | GID | GIT | GUB5 | GUP5 | KE4 | KI4 | KID | KIT | KIŢ | KUB4 | KUP4 | LEL2 | LIL2 | LILA2 | MURU12 | QI5 | QID | QIT | SAH | SIH2 | SUH4 | buru6 | ge2 | gi2 | gid | git | gub5 | gup5 | ke4 | ki4 | kid | kit | kiţ | kub4 | kup4 | lel2 | lil2 | lila2 | muru12 | qi5 | qid | qit | sah | sih2 | suh4 | ŞAH2 | şah2 | ŠAH3 | ŠIH2 | šah3 | ših2
U+121A5,𒆥,kin,KIN,GUR10 | KIG2 | KIMX(KIN) | KIN | KINGA | KIĜ2 | KUN10 | QE | QI | QIN | SAG11 | SAGA11 | SEG18 | SIG18 | SIGA18 | gur10 | kig2 | kimx(KIN) | kin | kinga | kiĝ2 | kun10 | qe | qi | qin | sag11 | saga11 | seg18 | sig18 | siga18
U+121A6,𒆦,kisal,KISAL,BUR6 | DAG4 | KISAL | LEL4 | bur6 | dag4 | kisal | lel4
U+121A7,𒆧,kish,KIŠ,erraₓ | ilₓ | keš | keše | kis | kiš | kiše | kiši | kiṣ | lazₓ | qis | qiš
U+121A8,𒆨,kisim₅,KISIM5,KISIM5 | KIŠIM5 | kisim5 | kišim5
U+121A9,𒆩,kisim₅ / kisim₅,|KISIM₅&KISIM₅|,gingira?
