unicode_id,allograph_sign,compound_form,component_position,allograph_ucun,allographCompound_cun,allographCompound_useq,signList_analogue
U+12262,|NU₁₁.BUR.LA|,|BUR.NU₁₁.LA.HU|,2,𒉢,𒁓𒉢𒆷𒄷,U+12053; U+12262; U+121B7; U+12137,
U+121B7,|NU₁₁.BUR.LA|,|BUR.NU₁₁.LA.HU|,3,𒆷,𒁓𒉢𒆷𒄷,U+12053; U+12262; U+121B7; U+12137,
U+12137,|NU₁₁.BUR.LA|,|BUR.NU₁₁.LA.HU|,4,𒄷,𒁓𒉢𒆷𒄷,U+12053; U+12262; U+121B7; U+12137,
U+12262,|NU₁₁.BUR.LA|,|NU₁₁.BUR.SU.HU.LA|,1,𒉢,𒉢𒁓𒋢𒄷𒆷,U+12262; U+12053; U+122E2; U+12137; U+121B7,
U+12053,|NU₁₁.BUR.LA|,|NU₁₁.BUR.SU.HU.LA|,2,𒁓,𒉢𒁓𒋢𒄷𒆷,U+12262; U+12053; U+122E2; U+12137; U+121B7,
U+122E2,|NU₁₁.BUR.LA|,|NU₁₁.BUR.SU.HU.LA|,3,𒋢,𒉢𒁓𒋢𒄷𒆷,U+12262; U+12053; U+122E2; U+12137; U+121B7,
U+12137,|NU₁₁.BUR.LA|,|NU₁₁.BUR.SU.HU.LA|,4,𒄷,𒉢𒁓𒋢𒄷𒆷,U+12262; U+12053; U+122E2; U+12137; U+121B7,
U+121B7,|NU₁₁.BUR.LA|,|NU₁₁.BUR.SU.HU.LA|,5,𒆷,𒉢𒁓𒋢𒄷𒆷,U+12262; U+12053; U+122E2; U+12137; U+121B7,
U+12262,|NU₁₁.BUR.LA|,|NU₁₁.LA.HU|,1,𒉢,𒉢𒆷𒄷,U+12262; U+121B7; U+12137,
U+121B7,|NU₁₁.BUR.LA|,|NU₁₁.LA.HU|,2,𒆷,𒉢𒆷𒄷,U+12262; U+121B7; U+12137,
U+12137,|NU₁₁.BUR.LA|,|NU₁₁.LA.HU|,3,𒄷,𒉢𒆷𒄷,U+12262; U+121B7; U+12137,
U+12263,|NUN.LAGAR×GAR|,|NUN.LA.GA₂×GAR|,1,𒉣,𒉣𒆷𒃌,U+12263; U+121B7; U+120CC,"MZL146"" [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA087cn [Standard Babylonian (any period) | Akkado-Babylonian]"
U+121B7,|NUN.LAGAR×GAR|,|NUN.LA.GA₂×GAR|,2,𒆷,𒉣𒆷𒃌,U+12263; U+121B7; U+120CC,"MZL146"" [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA087cn [Standard Babylonian (any period) | Akkado-Babylonian]"
U+120CC,|NUN.LAGAR×GAR|,|NUN.LA.GA₂×GAR|,3,𒃌,𒉣𒆷𒃌,U+12263; U+121B7; U+120CC,"MZL146"" [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA087cn [Standard Babylonian (any period) | Akkado-Babylonian]"
U+12079,|NUN.LAGAR×SAL|,|DIŠ+NUN.LAGAR|,1,𒁹,𒁹𒉣𒇬,U+12079; U+12263; U+121EC,LAK078 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL049 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL147 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12263,|NUN.LAGAR×SAL|,|DIŠ+NUN.LAGAR|,2,𒉣,𒁹𒉣𒇬,U+12079; U+12263; U+121EC,LAK078 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL049 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL147 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121EC,|NUN.LAGAR×SAL|,|DIŠ+NUN.LAGAR|,3,𒇬,𒁹𒉣𒇬,U+12079; U+12263; U+121EC,LAK078 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL049 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL147 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12263,|NUN.LAGAR×SAL|,|NUN.LAGAR|,1,𒉣,𒉣𒇬,U+12263; U+121EC,LAK077 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY063a [Standard Babylonian (any period) | Akkadian syllabary]; BAU060 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL042 [Gudea period (~2100 BCE) | Lagash / Girsu]; RSP186 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL049 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL147 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121EC,|NUN.LAGAR×SAL|,|NUN.LAGAR|,2,𒇬,𒉣𒇬,U+12263; U+121EC,LAK077 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY063a [Standard Babylonian (any period) | Akkadian syllabary]; BAU060 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL042 [Gudea period (~2100 BCE) | Lagash / Girsu]; RSP186 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL049 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL147 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12263,|NUN.LAGAR×UŠ|,|NUN.LA.GA₂×UŠ|,1,𒉣,𒉣𒆷X,U+12263; U+121B7; X,MZL146' [Standard Babylonian (any period) | Akkado-Babylonian]
U+121B7,|NUN.LAGAR×UŠ|,|NUN.LA.GA₂×UŠ|,2,𒆷,𒉣𒆷X,U+12263; U+121B7; X,MZL146' [Standard Babylonian (any period) | Akkado-Babylonian]
X,|NUN.LAGAR×UŠ|,|NUN.LA.GA₂×UŠ|,3,,𒉣𒆷X,U+12263; U+121B7; X,MZL146' [Standard Babylonian (any period) | Akkado-Babylonian]
U+12263,|NUN.ME|,|NUN.ME.KA×GAN₂@t|,1,𒉣,𒉣𒈨𒅤,U+12263; U+12228; U+12164,RSP095 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12228,|NUN.ME|,|NUN.ME.KA×GAN₂@t|,2,𒈨,𒉣𒈨𒅤,U+12263; U+12228; U+12164,RSP095 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12164,|NUN.ME|,|NUN.ME.KA×GAN₂@t|,3,𒅤,𒉣𒈨𒅤,U+12263; U+12228; U+12164,RSP095 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12263,|NUN.ME|,|NUN.ME.KA×ME|,1,𒉣,𒉣𒈨𒅴,U+12263; U+12228; U+12174,RSP095 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12228,|NUN.ME|,|NUN.ME.KA×ME|,2,𒈨,𒉣𒈨𒅴,U+12263; U+12228; U+12174,RSP095 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12174,|NUN.ME|,|NUN.ME.KA×ME|,3,𒅴,𒉣𒈨𒅴,U+12263; U+12228; U+12174,RSP095 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12016,|NUN.ME.DU|,|AB₂.NUN.ME|,1,𒀖,𒀖𒉣𒈨,U+12016; U+12263; U+12228,
U+12263,|NUN.ME.DU|,|AB₂.NUN.ME|,2,𒉣,𒀖𒉣𒈨,U+12016; U+12263; U+12228,
U+12228,|NUN.ME.DU|,|AB₂.NUN.ME|,3,𒈨,𒀖𒉣𒈨,U+12016; U+12263; U+12228,
U+12016,|NUN.ME.DU|,|AB₂.NUN.ME.DU|,1,𒀖,𒀖𒉣𒈨𒁺,U+12016; U+12263; U+12228; U+1207A,
U+12263,|NUN.ME.DU|,|AB₂.NUN.ME.DU|,2,𒉣,𒀖𒉣𒈨𒁺,U+12016; U+12263; U+12228; U+1207A,
U+12228,|NUN.ME.DU|,|AB₂.NUN.ME.DU|,3,𒈨,𒀖𒉣𒈨𒁺,U+12016; U+12263; U+12228; U+1207A,
U+1207A,|NUN.ME.DU|,|AB₂.NUN.ME.DU|,4,𒁺,𒀖𒉣𒈨𒁺,U+12016; U+12263; U+12228; U+1207A,
U+12228,|NUN.ME.DU|,|ME.NUN.DU|,1,𒈨,𒈨𒉣𒁺,U+12228; U+12263; U+1207A,
U+12263,|NUN.ME.DU|,|ME.NUN.DU|,2,𒉣,𒈨𒉣𒁺,U+12228; U+12263; U+1207A,
U+1207A,|NUN.ME.DU|,|ME.NUN.DU|,3,𒁺,𒈨𒉣𒁺,U+12228; U+12263; U+1207A,
U+12263,|NUN.ME.DU|,|NUN.AB₂.DU|,1,𒉣,𒉣𒀖𒁺,U+12263; U+12016; U+1207A,
U+12016,|NUN.ME.DU|,|NUN.AB₂.DU|,2,𒀖,𒉣𒀖𒁺,U+12263; U+12016; U+1207A,
U+1207A,|NUN.ME.DU|,|NUN.AB₂.DU|,3,𒁺,𒉣𒀖𒁺,U+12263; U+12016; U+1207A,
U+12263,|NUN.ME.DU|,|NUN.ME.AB₂.DU|,1,𒉣,𒉣𒈨𒀖𒁺,U+12263; U+12228; U+12016; U+1207A,
U+12228,|NUN.ME.DU|,|NUN.ME.AB₂.DU|,2,𒈨,𒉣𒈨𒀖𒁺,U+12263; U+12228; U+12016; U+1207A,
U+12016,|NUN.ME.DU|,|NUN.ME.AB₂.DU|,3,𒀖,𒉣𒈨𒀖𒁺,U+12263; U+12228; U+12016; U+1207A,
U+1207A,|NUN.ME.DU|,|NUN.ME.AB₂.DU|,4,𒁺,𒉣𒈨𒀖𒁺,U+12263; U+12228; U+12016; U+1207A,
U+12263,|NUN.ME.TAG|,|NUN.ME.TAG.GA|,1,𒉣,𒉣𒈨𒋳𒂵,U+12263; U+12228; U+122F3; U+120B5,RSP096 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12228,|NUN.ME.TAG|,|NUN.ME.TAG.GA|,2,𒈨,𒉣𒈨𒋳𒂵,U+12263; U+12228; U+122F3; U+120B5,RSP096 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+122F3,|NUN.ME.TAG|,|NUN.ME.TAG.GA|,3,𒋳,𒉣𒈨𒋳𒂵,U+12263; U+12228; U+122F3; U+120B5,RSP096 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+120B5,|NUN.ME.TAG|,|NUN.ME.TAG.GA|,4,𒂵,𒉣𒈨𒋳𒂵,U+12263; U+12228; U+122F3; U+120B5,RSP096 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12263,|NUN&NUN|,|NUN.NUN|,1,𒉣,𒉣𒉣,U+12263; U+12263,LAK122 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY175 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL148 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU059 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES066 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL058 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL204 [Hittite period (~1650–1180 BCE) | Hittite]; KWU130 [Ur III (~2112–2004 BCE) | Administrative]; KWU637 [Ur III (~2112–2004 BCE) | Administrative]; MZL502 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP102 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA325 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA153 [Standard Babylonian (any period) | Akkadian syllabary]
U+12263,|NUN&NUN|,|NUN.NUN|,2,𒉣,𒉣𒉣,U+12263; U+12263,LAK122 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY175 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL148 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU059 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES066 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL058 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL204 [Hittite period (~1650–1180 BCE) | Hittite]; KWU130 [Ur III (~2112–2004 BCE) | Administrative]; KWU637 [Ur III (~2112–2004 BCE) | Administrative]; MZL502 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP102 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA325 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA153 [Standard Babylonian (any period) | Akkadian syllabary]
U+12263,|NUN@t.KI|,|NUN.KI|,1,𒉣,𒉣𒆠,U+12263; U+121A0,
U+121A0,|NUN@t.KI|,|NUN.KI|,2,𒆠,𒉣𒆠,U+12263; U+121A0,
U+1226D,LAK449,|NUNUZ.AB₂|,1,𒉭,𒉭𒀖,U+1226D; U+12016,LAK449 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES233 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP350 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12016,LAK449,|NUNUZ.AB₂|,2,𒀖,𒉭𒀖,U+1226D; U+12016,LAK449 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES233 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP350 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1226D,|NUNUZ.AB₂×BI|,|NUNUZ.AB₂×NI|,1,𒉭,𒉭X,U+1226D; X,MZL621 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA394d [Standard Babylonian (any period) | Akkado-Babylonian]
X,|NUNUZ.AB₂×BI|,|NUNUZ.AB₂×NI|,2,,𒉭X,U+1226D; X,MZL621 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA394d [Standard Babylonian (any period) | Akkado-Babylonian]
U+1226D,|NUNUZ.AB₂×BI|,|NUNUZ.KISIM₅×KAK|,1,𒉭,𒉭X,U+1226D; X,MZL621 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA394d [Standard Babylonian (any period) | Akkado-Babylonian]
X,|NUNUZ.AB₂×BI|,|NUNUZ.KISIM₅×KAK|,2,,𒉭X,U+1226D; X,MZL621 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA394d [Standard Babylonian (any period) | Akkado-Babylonian]
U+12448,P₂,|9(DIŠ~b)+9(DIŠ~b)|,1,𒑈,𒑈𒑈,U+12448; U+12448,HZL248 [Hittite period (~1650–1180 BCE) | Hittite]; MZL592 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA377n1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12448,P₂,|9(DIŠ~b)+9(DIŠ~b)|,2,𒑈,𒑈𒑈,U+12448; U+12448,HZL248 [Hittite period (~1650–1180 BCE) | Hittite]; MZL592 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA377n1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12020,|PA.AL|,|AL.PA|,1,𒀠,𒀠𒉺,U+12020; U+1227A,KWU196 [Ur III (~2112–2004 BCE) | Administrative]
U+1227A,|PA.AL|,|AL.PA|,2,𒉺,𒀠𒉺,U+12020; U+1227A,KWU196 [Ur III (~2112–2004 BCE) | Administrative]
U+1227A,|PA.DAG.KISIM₅×KAK|,|PA.DAG.KISIM₅×PAP|,1,𒉺,𒉺𒁖X,U+1227A; U+12056; X,
U+12056,|PA.DAG.KISIM₅×KAK|,|PA.DAG.KISIM₅×PAP|,2,𒁖,𒉺𒁖X,U+1227A; U+12056; X,
X,|PA.DAG.KISIM₅×KAK|,|PA.DAG.KISIM₅×PAP|,3,,𒉺𒁖X,U+1227A; U+12056; X,
U+1227A,|PA.DAG.KISIM₅×KAK|,|PA.X.X|,1,𒉺,𒉺OO,U+1227A; O; O,
O,|PA.DAG.KISIM₅×KAK|,|PA.X.X|,2,,𒉺OO,U+1227A; O; O,
O,|PA.DAG.KISIM₅×KAK|,|PA.X.X|,3,,𒉺OO,U+1227A; O; O,
U+1227A,|PA.DAG.KISIM₅×(LU.MAŠ₂)|,|PA.DAG.KISIM₅×LU|,1,𒉺,𒉺𒁥,U+1227A; U+12065,
U+12065,|PA.DAG.KISIM₅×(LU.MAŠ₂)|,|PA.DAG.KISIM₅×LU|,2,𒁥,𒉺𒁥,U+1227A; U+12065,
U+12096,|PA.EL.BU@g|,|EL.SUD|,1,𒂖,𒂖𒋤,U+12096; U+122E4,
U+122E4,|PA.EL.BU@g|,|EL.SUD|,2,𒋤,𒂖𒋤,U+12096; U+122E4,
U+1227A,|PA.EL.BU@g|,|PA.BU.EL|,1,𒉺,𒉺𒁍𒂖,U+1227A; U+1204D; U+12096,
U+1204D,|PA.EL.BU@g|,|PA.BU.EL|,2,𒁍,𒉺𒁍𒂖,U+1227A; U+1204D; U+12096,
U+12096,|PA.EL.BU@g|,|PA.BU.EL|,3,𒂖,𒉺𒁍𒂖,U+1227A; U+1204D; U+12096,
U+1227A,|PA.EL.BU@g|,|PA.EL|,1,𒉺,𒉺𒂖,U+1227A; U+12096,
U+12096,|PA.EL.BU@g|,|PA.EL|,2,𒂖,𒉺𒂖,U+1227A; U+12096,
U+1227A,|PA.EL.BU@g|,|PA.EL.SUD|,1,𒉺,𒉺𒂖𒋤,U+1227A; U+12096; U+122E4,
U+12096,|PA.EL.BU@g|,|PA.EL.SUD|,2,𒂖,𒉺𒂖𒋤,U+1227A; U+12096; U+122E4,
U+122E4,|PA.EL.BU@g|,|PA.EL.SUD|,3,𒋤,𒉺𒂖𒋤,U+1227A; U+12096; U+122E4,
U+1227A,|PA.GU₂@g|,|PA.GU₂×NUN|,1,𒉺,𒉺𒄛,U+1227A; U+1211B,
U+1211B,|PA.GU₂@g|,|PA.GU₂×NUN|,2,𒄛,𒉺𒄛,U+1227A; U+1211B,
U+1227A,|PA.LU|,|PA.EŠ₂|,1,𒉺,𒉺𒂠,U+1227A; U+120A0,ASY155 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL057 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL177 [Hittite period (~1650–1180 BCE) | Hittite]; MZL468 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP057 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA295m [Standard Babylonian (any period) | Akkado-Babylonian]; SYA136 [Standard Babylonian (any period) | Akkadian syllabary]
U+120A0,|PA.LU|,|PA.EŠ₂|,2,𒂠,𒉺𒂠,U+1227A; U+120A0,ASY155 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL057 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL177 [Hittite period (~1650–1180 BCE) | Hittite]; MZL468 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP057 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA295m [Standard Babylonian (any period) | Akkado-Babylonian]; SYA136 [Standard Babylonian (any period) | Akkadian syllabary]
U+122A9,|PA.SAL.HUB₂.DU|,|SAL.HUB₂.DU|,1,𒊩,𒊩𒄸𒁺,U+122A9; U+12138; U+1207A,
U+12138,|PA.SAL.HUB₂.DU|,|SAL.HUB₂.DU|,2,𒄸,𒊩𒄸𒁺,U+122A9; U+12138; U+1207A,
U+1207A,|PA.SAL.HUB₂.DU|,|SAL.HUB₂.DU|,3,𒁺,𒊩𒄸𒁺,U+122A9; U+12138; U+1207A,
U+1227A,|PA.TE.SI.GAR|,|PA.GAR.TE.SI|,1,𒉺,𒉺𒃻𒋼𒋛,U+1227A; U+120FB; U+122FC; U+122DB,
U+120FB,|PA.TE.SI.GAR|,|PA.GAR.TE.SI|,2,𒃻,𒉺𒃻𒋼𒋛,U+1227A; U+120FB; U+122FC; U+122DB,
U+122FC,|PA.TE.SI.GAR|,|PA.GAR.TE.SI|,3,𒋼,𒉺𒃻𒋼𒋛,U+1227A; U+120FB; U+122FC; U+122DB,
U+122DB,|PA.TE.SI.GAR|,|PA.GAR.TE.SI|,4,𒋛,𒉺𒃻𒋼𒋛,U+1227A; U+120FB; U+122FC; U+122DB,
U+1227A,|PA.TUG₂|,|PA.LU|,1,𒉺,,U+1227A; U+121FB,ASY155 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL057 [Gudea period (~2100 BCE) | Lagash / Girsu]; RSP057 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; KWU200 [Ur III (~2112–2004 BCE) | Administrative]; MZL467 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA295l [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FB,|PA.TUG₂|,|PA.LU|,2,𒇻,,U+1227A; U+121FB,ASY155 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL057 [Gudea period (~2100 BCE) | Lagash / Girsu]; RSP057 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; KWU200 [Ur III (~2112–2004 BCE) | Administrative]; MZL467 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA295l [Standard Babylonian (any period) | Akkado-Babylonian]
U+1227A,|PA.TUG₂|,|PA.NAM₂|,1,𒉺,𒉺𒉇,U+1227A; U+12247,KWU200 [Ur III (~2112–2004 BCE) | Administrative]; MZL467 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA295l [Standard Babylonian (any period) | Akkado-Babylonian]
U+12247,|PA.TUG₂|,|PA.NAM₂|,2,𒉇,𒉺𒉇,U+1227A; U+12247,KWU200 [Ur III (~2112–2004 BCE) | Administrative]; MZL467 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA295l [Standard Babylonian (any period) | Akkado-Babylonian]
U+1227A,|PA.URU×MIN|,|PA.URU|,1,𒉺,𒉺𒌷,U+1227A; U+12337,
U+12337,|PA.URU×MIN|,|PA.URU|,2,𒌷,𒉺𒌷,U+1227A; U+12337,
U+1227B,PAD,|PAD.UD|,1,𒉻,𒉻𒌓,U+1227B; U+12313,LAK398 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY273 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL362 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU180 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU218 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES216 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL187 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL295 [Hittite period (~1650–1180 BCE) | Hittite]; KWU569 [Ur III (~2112–2004 BCE) | Administrative]; MZL746 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE157 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP171 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA469 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA239 [Standard Babylonian (any period) | Akkadian syllabary]
U+12313,PAD,|PAD.UD|,2,𒌓,𒉻𒌓,U+1227B; U+12313,LAK398 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY273 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL362 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU180 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU218 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES216 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL187 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL295 [Hittite period (~1650–1180 BCE) | Hittite]; KWU569 [Ur III (~2112–2004 BCE) | Administrative]; MZL746 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE157 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP171 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA469 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA239 [Standard Babylonian (any period) | Akkadian syllabary]
U+12239,|PAD.MUŠ₃|,|MUŠ₃.PAD|,1,𒈹,𒈹𒉻,U+12239; U+1227B,PTACE158 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+1227B,|PAD.MUŠ₃|,|MUŠ₃.PAD|,2,𒉻,𒈹𒉻,U+12239; U+1227B,PTACE158 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+1214A,|PAP.IGI@g.NUN.ME|,|IGI@g.PAP.NUN.ME|,1,𒅊,𒅊𒉽𒉣𒈨,U+1214A; U+1227D; U+12263; U+12228,
U+1227D,|PAP.IGI@g.NUN.ME|,|IGI@g.PAP.NUN.ME|,2,𒉽,𒅊𒉽𒉣𒈨,U+1214A; U+1227D; U+12263; U+12228,
U+12263,|PAP.IGI@g.NUN.ME|,|IGI@g.PAP.NUN.ME|,3,𒉣,𒅊𒉽𒉣𒈨,U+1214A; U+1227D; U+12263; U+12228,
U+12228,|PAP.IGI@g.NUN.ME|,|IGI@g.PAP.NUN.ME|,4,𒈨,𒅊𒉽𒉣𒈨,U+1214A; U+1227D; U+12263; U+12228,
U+1227D,|PAP.ŠE.PAP|,|PAP.PAP.ŠE|,1,𒉽,𒉽𒉽𒊺,U+1227D; U+1227D; U+122BA,
U+1227D,|PAP.ŠE.PAP|,|PAP.PAP.ŠE|,2,𒉽,𒉽𒉽𒊺,U+1227D; U+1227D; U+122BA,
U+122BA,|PAP.ŠE.PAP|,|PAP.PAP.ŠE|,3,𒊺,𒉽𒉽𒊺,U+1227D; U+1227D; U+122BA,
U+1210A,|PIRIG@PIRIG|,|GIR₃.GIR₃|,1,𒄊,𒄊𒄊,U+1210A; U+1210A,SLLHA444n2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1210A,|PIRIG@PIRIG|,|GIR₃.GIR₃|,2,𒄊,𒄊𒄊,U+1210A; U+1210A,SLLHA444n2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1228A,|PIRIG@PIRIG|,|PIRIG.KIŠ|,1,𒊊,𒊊𒆧,U+1228A; U+121A7,SLLHA444n2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121A7,|PIRIG@PIRIG|,|PIRIG.KIŠ|,2,𒆧,𒊊𒆧,U+1228A; U+121A7,SLLHA444n2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1228A,|PIRIG@PIRIG|,|PIRIG.PIRIG|,1,𒊊,𒊊𒊊,U+1228A; U+1228A,SLLHA444n2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1228A,|PIRIG@PIRIG|,|PIRIG.PIRIG|,2,𒊊,𒊊𒊊,U+1228A; U+1228A,SLLHA444n2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1210A,|PIRIG.AB@g.GAL|,|GIR₃.AB@g.GAL|,1,𒄊,𒄊𒀕𒃲,U+1210A; U+12015; U+120F2,
U+12015,|PIRIG.AB@g.GAL|,|GIR₃.AB@g.GAL|,2,𒀕,𒄊𒀕𒃲,U+1210A; U+12015; U+120F2,
U+120F2,|PIRIG.AB@g.GAL|,|GIR₃.AB@g.GAL|,3,𒃲,𒄊𒀕𒃲,U+1210A; U+12015; U+120F2,
U+122E2,|PIRIG×UD|,|SU.PIRIG|,1,𒋢,𒋢𒊊,U+122E2; U+1228A,LAK259 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY096 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL179 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL132 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL133 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL093 [Hittite period (~1650–1180 BCE) | Hittite]; KWU437 [Ur III (~2112–2004 BCE) | Administrative]; MZL296 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA130 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA084 [Standard Babylonian (any period) | Akkadian syllabary]
