unicode_id,allograph_sign,allograph_form,allograph_ucun,allograph_type,graphic_variant_id,compound_form,component_position,allographCompound_cun,allographCompound_useq,signList_analogue
,KWU733,KWU734,,Type_3,KWU733_v1,,,,,KWU733 [Ur III (~2112–2004 BCE) | Administrative]
U+12000,|LAGAB×A|,A,𒀀,Type_1,LAGABA_v1,,,,,LAK795 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY311 [Standard Babylonian (any period) | Akkadian syllabary]; BAU416 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES393 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL324 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU901 [Ur III (~2112–2004 BCE) | Administrative]; MZL839 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE328 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP051 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+12000,|LAGAB×A|,|A.LAGAB×A|,𒀀,Type_2,compound,|A.LAGAB×A|,1,𒀀𒆹,U+12000; U+121B9,LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121B9,|LAGAB×A|,|A.LAGAB×A|,𒆹,Type_2,compound,|A.LAGAB×A|,2,𒀀𒆹,U+12000; U+121B9,LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121C5,|LAGAB×A|,|LAGAB×GAR|,𒇅,Type_1,LAGABA_v2,,,,,ABZL408 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL055 [Hittite period (~1650–1180 BCE) | Hittite]; MZL801 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA528 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121C9,|LAGAB×A|,|LAGAB×HAL|,𒇉,Type_1,LAGABA_v3,,,,,LAK768 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL404 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU263 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU319 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL315 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL216 [Hittite period (~1650–1180 BCE) | Hittite]; KWU872 [Ur III (~2112–2004 BCE) | Administrative]; MZL756 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP264 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA484 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121D2,|LAGAB×A|,|LAGAB×KUL|,𒇒,Type_1,LAGABA_v4,,,,,ABZL406 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL761 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA487 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121D8,|LAGAB×A|,|LAGAB×ME|,𒇘,Type_1,LAGABA_v5,,,,,LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121E6,|LAGAB×A|,|LAGAB×(U.A)|,𒇦,Type_1,LAGABA_v6,,,,,ABZL412 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL787 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA512 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK785 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY285 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL414 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU271 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES375 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES384 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL321 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL182 [Hittite period (~1650–1180 BCE) | Hittite]; KWU890 [Ur III (~2112–2004 BCE) | Administrative]; MZL795 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE322 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP263 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA522 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA250 [Standard Babylonian (any period) | Akkadian syllabary]
U+121D5,|LAGAB×AŠ@t|,|LAGAB×LIŠ|,𒇕,Type_3,LAGABAST_v1,,,,,MZL782 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA503 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121C0,|LAGAB×BAD|,|LAGAB×UŠ₂|,𒇀,Type_3,LAGABBAD_v1,,,,,ABZL405 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL316 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL224 [Hittite period (~1650–1180 BCE) | Hittite]; KWU870 [Ur III (~2112–2004 BCE) | Administrative]; MZL760 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP259 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA486 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121B8,|LAGAB×DAR|,|LAGAB.DAR|,𒆸,Type_2,compound,|LAGAB.DAR|,1,𒆸𒁯,U+121B8; U+1206F,MZL765 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA489 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1206F,|LAGAB×DAR|,|LAGAB.DAR|,𒁯,Type_2,compound,|LAGAB.DAR|,2,𒆸𒁯,U+121B8; U+1206F,MZL765 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA489 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121CB,|LAGAB×IGI@g|,|LAGAB×IGI@g.ME|,𒇋,Type_2,compound,|LAGAB×IGI@g.ME|,1,𒇋𒈨,U+121CB; U+12228,LAK782 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL409 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL776 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE318 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP265 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12228,|LAGAB×IGI@g|,|LAGAB×IGI@g.ME|,𒈨,Type_2,compound,|LAGAB×IGI@g.ME|,2,𒇋𒈨,U+121CB; U+12228,LAK782 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL409 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL776 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE318 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP265 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+121D2,|LAGAB×KUL|,|LAGAB×ERIN₂|,𒇒,Type_3,LAGABKUL_v1,,,,,ABZL406 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL761 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA487 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121C9,|LAGAB×KUL|,|LAGAB×HAL|,𒇉,Type_1,LAGABKUL_v2,,,,,LAK768 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL406 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL761 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA487 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121D6,|LAGAB×LU|,|LAGAB×(IM.LU)|,𒇖,Type_3,LAGABLU_v1,,,,,MZL793 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA518 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121DE,|LAGAB×(ŠITA@t.GIŠ)|,|LAGAB×(ŠITA.GIŠ)|,𒇞,Type_3,LAGABSIT_v1,,,,,MZL771 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA497 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121DD,|LAGAB×(ŠITA@t.GIŠ)|,|LAGAB×(ŠITA.GIŠ.ERIN₂)|,𒇝,Type_1,LAGABSIT_v2,,,,,MZL771 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA497 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121DE,|LAGAB×(ŠITA@t.GIŠ)|,|LAGAB×(ŠITA@t.GIŠ.ERIN₂)|,𒇞,Type_3,LAGABSIT_v1,,,,,MZL771 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA497 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121E5,|LAGAB×U|,|LAGAB×TIL|,𒇥,Type_3,LAGABU_v1,,,,,LAK770 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES377 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE312 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK771 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY283 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL410 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU267 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL320 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL180 [Hittite period (~1650–1180 BCE) | Hittite]; KWU887 [Ur III (~2112–2004 BCE) | Administrative]; MZL786 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE321 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP259^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA511 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA248 [Standard Babylonian (any period) | Akkadian syllabary]
U+121E5,|LAGAB×U|,|LAGAB×AŠ@c|,𒇥,Type_3,LAGABU_v1,,,,,LAK772 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK771 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY283 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL410 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU267 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL320 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL180 [Hittite period (~1650–1180 BCE) | Hittite]; KWU887 [Ur III (~2112–2004 BCE) | Administrative]; MZL786 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE321 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP259^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA511 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA248 [Standard Babylonian (any period) | Akkadian syllabary]
U+121E6,|LAGAB×(U.A)|,|LAGAB×(A.U)|,𒇦,Type_3,LAGABUA_v1,,,,,ABZL412 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL787 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA512 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121F0,|LAGAR@g&LAGAR@g.ŠE|,|LAGAR@g&LAGAR@g|,𒇰,Type_3,LAGARGLA_v1,,,,,ABZL335 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA459an2 [Standard Babylonian (any period) | Akkado-Babylonian]
X,|LAGAR@g&LAGAR@g.ŠE|,|LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g|,,Type_2,compound,|LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g|,1,XXX,X; X; X,ABZL335 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA459an2 [Standard Babylonian (any period) | Akkado-Babylonian]
X,|LAGAR@g&LAGAR@g.ŠE|,|LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g|,,Type_2,compound,|LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g|,2,XXX,X; X; X,ABZL335 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA459an2 [Standard Babylonian (any period) | Akkado-Babylonian]
X,|LAGAR@g&LAGAR@g.ŠE|,|LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g|,,Type_2,compound,|LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g.LAGAR@g&LAGAR@g|,3,XXX,X; X; X,ABZL335 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA459an2 [Standard Babylonian (any period) | Akkado-Babylonian]
X,|LAGAR@g&LAGAR@g.ŠE|,|LAGAR@g&LAGAR@g.SAR|,,Type_2,compound,|LAGAR@g&LAGAR@g.SAR|,1,X𒊬,X; U+122AC,ABZL335 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA459an2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122AC,|LAGAR@g&LAGAR@g.ŠE|,|LAGAR@g&LAGAR@g.SAR|,𒊬,Type_2,compound,|LAGAR@g&LAGAR@g.SAR|,2,X𒊬,X; U+122AC,ABZL335 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA459an2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122BA,|LAGAR@g&LAGAR@g.ŠE|,|ŠE+SAR.ZU&ZU|,𒊺,Type_2,compound,|ŠE+SAR.ZU&ZU|,1,𒊺𒊬X,U+122BA; U+122AC; X,ABZL335 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA459an2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122AC,|LAGAR@g&LAGAR@g.ŠE|,|ŠE+SAR.ZU&ZU|,𒊬,Type_2,compound,|ŠE+SAR.ZU&ZU|,2,𒊺𒊬X,U+122BA; U+122AC; X,ABZL335 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA459an2 [Standard Babylonian (any period) | Akkado-Babylonian]
X,|LAGAR@g&LAGAR@g.ŠE|,|ŠE+SAR.ZU&ZU|,,Type_2,compound,|ŠE+SAR.ZU&ZU|,3,𒊺𒊬X,U+122BA; U+122AC; X,ABZL335 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA459an2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12134,LAHŠU,|HI×NUN.ME.BAD|,𒄴,Type_2,compound,|HI×NUN.ME.BAD|,1,𒄴𒈨𒁁,U+12134; U+12228; U+12041,LAK442 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES229 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU482a [Ur III (~2112–2004 BCE) | Administrative]; RSP333 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12228,LAHŠU,|HI×NUN.ME.BAD|,𒈨,Type_2,compound,|HI×NUN.ME.BAD|,2,𒄴𒈨𒁁,U+12134; U+12228; U+12041,LAK442 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES229 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU482a [Ur III (~2112–2004 BCE) | Administrative]; RSP333 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12041,LAHŠU,|HI×NUN.ME.BAD|,𒁁,Type_2,compound,|HI×NUN.ME.BAD|,3,𒄴𒈨𒁁,U+12134; U+12228; U+12041,LAK442 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES229 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU482a [Ur III (~2112–2004 BCE) | Administrative]; RSP333 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12134,LAHŠU,|HI×NUN.ME.U|,𒄴,Type_2,compound,|HI×NUN.ME.U|,1,𒄴𒈨𒌋,U+12134; U+12228; U+1230B,MZL639 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA398_72 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK442 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES229 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU482a [Ur III (~2112–2004 BCE) | Administrative]; RSP333 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12228,LAHŠU,|HI×NUN.ME.U|,𒈨,Type_2,compound,|HI×NUN.ME.U|,2,𒄴𒈨𒌋,U+12134; U+12228; U+1230B,MZL639 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA398_72 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK442 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES229 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU482a [Ur III (~2112–2004 BCE) | Administrative]; RSP333 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1230B,LAHŠU,|HI×NUN.ME.U|,𒌋,Type_2,compound,|HI×NUN.ME.U|,3,𒄴𒈨𒌋,U+12134; U+12228; U+1230B,MZL639 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA398_72 [Standard Babylonian (any period) | Akkado-Babylonian]; LAK442 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES229 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU482a [Ur III (~2112–2004 BCE) | Administrative]; RSP333 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+121F2,LAL,LAL@r,𒇲,Type_3,LAL_v1,,,,,LAK756 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK867 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY277 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL391 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU292 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES370 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL313 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL358 [Hittite period (~1650–1180 BCE) | Hittite]; KWU654 [Ur III (~2112–2004 BCE) | Administrative]; MZL750 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE304 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP040 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA481 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA243 [Standard Babylonian (any period) | Akkadian syllabary]
U+121F3,LAL₂,|LAL%LAL|,𒇳,Type_3,LAL_v1,,,,,LAK760 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY278 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL902 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES371 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL362 [Hittite period (~1650–1180 BCE) | Hittite]; KWU662 [Ur III (~2112–2004 BCE) | Administrative]; KWU866 [Ur III (~2112–2004 BCE) | Administrative]; MZL751 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE305 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA482 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA244 [Standard Babylonian (any period) | Akkadian syllabary]
U+121F3,|LAL₂.DU|,|LAL₂.DU.DU|,𒇳,Type_2,compound,|LAL₂.DU.DU|,1,𒇳𒁺𒁺,U+121F3; U+1207A; U+1207A,LAK763 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL466 [Old Babylonian (~2000–1600 BCE) | School texts]
U+1207A,|LAL₂.DU|,|LAL₂.DU.DU|,𒁺,Type_2,compound,|LAL₂.DU.DU|,2,𒇳𒁺𒁺,U+121F3; U+1207A; U+1207A,LAK763 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL466 [Old Babylonian (~2000–1600 BCE) | School texts]
U+1207A,|LAL₂.DU|,|LAL₂.DU.DU|,𒁺,Type_2,compound,|LAL₂.DU.DU|,3,𒇳𒁺𒁺,U+121F3; U+1207A; U+1207A,LAK763 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL466 [Old Babylonian (~2000–1600 BCE) | School texts]
,|LAL₂.HAL|,|LAL₂×HAL|,𒇳𒄬,Type_3,LALHAL_v1,,,,,
U+121F2,|LAL₂.TUG₂|,|LAL.TUG₂|,𒇲,Type_2,compound,|LAL.TUG₂|,1,𒇲𒌆,U+121F2; U+12306,
U+12306,|LAL₂.TUG₂|,|LAL.TUG₂|,𒌆,Type_2,compound,|LAL.TUG₂|,2,𒇲𒌆,U+121F2; U+12306,
,|LAL₂.TUG₂|,|LAL×KU|,𒇳𒌆,Type_3,LALTUG_v1,,,,,
,|LAL₂.TUG₂|,|LAL₂×DUR₂|,𒇳𒌆,Type_3,LALTUG_v1,,,,,
,|LAL₂.TUG₂|,|LAL₂×TUG₂|,𒇳𒌆,Type_3,LALTUG_v1,,,,,
U+121F3,|LAL₂.URU×MIN|,|LAL₂.URU|,𒇳,Type_2,compound,|LAL₂.URU|,1,𒇳𒌷,U+121F3; U+12337,
U+12337,|LAL₂.URU×MIN|,|LAL₂.URU|,𒌷,Type_2,compound,|LAL₂.URU|,2,𒇳𒌷,U+121F3; U+12337,
U+121F4,|LAM×(KUR.RU)|,|LAM.KUR.RU|,𒇴,Type_2,compound,|LAM.KUR.RU|,1,𒇴𒆳𒊒,U+121F4; U+121B3; U+12292,
U+121B3,|LAM×(KUR.RU)|,|LAM.KUR.RU|,𒆳,Type_2,compound,|LAM.KUR.RU|,2,𒇴𒆳𒊒,U+121F4; U+121B3; U+12292,
U+12292,|LAM×(KUR.RU)|,|LAM.KUR.RU|,𒊒,Type_2,compound,|LAM.KUR.RU|,3,𒇴𒆳𒊒,U+121F4; U+121B3; U+12292,
U+121F4,|LAM×(KUR.RU)|,|LAM.RU|,𒇴,Type_2,compound,|LAM.RU|,1,𒇴𒊒,U+121F4; U+12292,
U+12292,|LAM×(KUR.RU)|,|LAM.RU|,𒊒,Type_2,compound,|LAM.RU|,2,𒇴𒊒,U+121F4; U+12292,
