unicode_id,allograph_sign,allograph_form,allograph_ucun,signList_analogue
U+121B5,KUŠU₂,LAK304@270,𒆵,LAK304 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY304 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL457 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES175 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU794 [Ur III (~2112–2004 BCE) | Administrative]; MZL896 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA562 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA268 [Standard Babylonian (any period) | Akkadian syllabary]
,KWU733,KWU734,,KWU733 [Ur III (~2112–2004 BCE) | Administrative]
U+121D5,|LAGAB×AŠ@t|,|LAGAB×LIŠ|,𒇕,MZL782 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA503 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121C0,|LAGAB×BAD|,|LAGAB×UŠ₂|,𒇀,ABZL405 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL316 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL224 [Hittite period (~1650–1180 BCE) | Hittite]; KWU870 [Ur III (~2112–2004 BCE) | Administrative]; MZL760 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP259 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA486 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121D2,|LAGAB×KUL|,|LAGAB×ERIN₂|,𒇒,ABZL406 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL761 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA487 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121D6,|LAGAB×LU|,|LAGAB×(IM.LU)|,𒇖,MZL793 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA518 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121DE,|LAGAB×(ŠITA@t.GIŠ)|,|LAGAB×(ŠITA.GIŠ)|,𒇞,MZL771 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA497 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121DE,|LAGAB×(ŠITA@t.GIŠ)|,|LAGAB×(ŠITA@t.GIŠ.ERIN₂)|,𒇞,MZL771 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA497 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121E5,|LAGAB×U|,|LAGAB×TIL|,𒇥,LAK770 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES377 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE312 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK771 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY283 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL410 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU267 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL320 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL180 [Hittite period (~1650–1180 BCE) | Hittite]; KWU887 [Ur III (~2112–2004 BCE) | Administrative]; MZL786 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE321 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP259^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA511 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA248 [Standard Babylonian (any period) | Akkadian syllabary]
U+121E5,|LAGAB×U|,|LAGAB×AŠ@c|,𒇥,LAK772 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK771 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY283 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL410 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU267 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL320 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL180 [Hittite period (~1650–1180 BCE) | Hittite]; KWU887 [Ur III (~2112–2004 BCE) | Administrative]; MZL786 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE321 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP259^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA511 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA248 [Standard Babylonian (any period) | Akkadian syllabary]
U+121E6,|LAGAB×(U.A)|,|LAGAB×(A.U)|,𒇦,ABZL412 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL787 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA512 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121F0,|LAGAR@g&LAGAR@g.ŠE|,|LAGAR@g&LAGAR@g|,𒇰,ABZL335 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA459an2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121F2,LAL,LAL@r,𒇲,LAK756 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK867 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY277 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL391 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU292 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES370 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL313 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL358 [Hittite period (~1650–1180 BCE) | Hittite]; KWU654 [Ur III (~2112–2004 BCE) | Administrative]; MZL750 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE304 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP040 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA481 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA243 [Standard Babylonian (any period) | Akkadian syllabary]
U+121F3,LAL₂,|LAL%LAL|,𒇳,LAK760 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY278 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL902 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES371 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL362 [Hittite period (~1650–1180 BCE) | Hittite]; KWU662 [Ur III (~2112–2004 BCE) | Administrative]; KWU866 [Ur III (~2112–2004 BCE) | Administrative]; MZL751 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE305 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA482 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA244 [Standard Babylonian (any period) | Akkadian syllabary]
,|LAL₂.HAL|,|LAL₂×HAL|,𒇳𒄬,
,|LAL₂.TUG₂|,|LAL×KU|,𒇳𒌆,
,|LAL₂.TUG₂|,|LAL₂×DUR₂|,𒇳𒌆,
,|LAL₂.TUG₂|,|LAL₂×TUG₂|,𒇳𒌆,
U+121F8,LIL,REC145,𒇸,LAK208 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; KWU634 [Ur III (~2112–2004 BCE) | Administrative]; REC145 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK094 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY188 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL091 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL054 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL127 [Hittite period (~1650–1180 BCE) | Hittite]; KWU147 [Ur III (~2112–2004 BCE) | Administrative]; MZL544 [Standard Babylonian (any period) | Akkado-Babylonian]; REC056 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP127 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA336 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA163 [Standard Babylonian (any period) | Akkadian syllabary]
U+121FB,LU,DIB,𒇻,LAK780 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY293 [Standard Babylonian (any period) | Akkadian syllabary]; LAK775 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY292 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL416 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU272 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES378 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL317 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL210 [Hittite period (~1650–1180 BCE) | Hittite]; KWU891 [Ur III (~2112–2004 BCE) | Administrative]; MZL812 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE314 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP260 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA537 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA257 [Standard Babylonian (any period) | Akkadian syllabary]
,|(LU.EŠ₂)&(LU.EŠ₂)|,|(LAGAR@g.SU.LU.EŠ₂)&(LAGAR@g.SU.LU.EŠ₂)|,,
,|(LU.EŠ₂)&(LU.EŠ₂)|,|(SU.LU.EŠ₂.LAGAR@g)&(SU.LU.EŠ₂.LAGAR@g)|,,
,|(LU.EŠ₂)&(LU.EŠ₂)|,|(SU.LU.EŠ₂)&(SU.LU.EŠ₂)|,,
U+121FD,LU₂,LU₂~v,𒇽,LAK337 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY180 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL253 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU236 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES188 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL218 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL078 [Hittite period (~1650–1180 BCE) | Hittite]; KWU080 [Ur III (~2112–2004 BCE) | Administrative]; MZL514 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE017 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP396 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA157 [Standard Babylonian (any period) | Akkadian syllabary]
U+12213,|LU₂@LU₂|,|LU₂&LU₂|,𒈓,ABZL255 [Old Babylonian (~2000–1600 BCE) | School texts]; SLLHA330_60 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12214,|4×LU₂|,|3×LU₂|,𒈔,SLLHA330_60n2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+121FF,|LU₂×BAD|,|LU₂×UŠ₂|,𒇿,ZATU020 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK344 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY181 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL256 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU237 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU082 [Ur III (~2112–2004 BCE) | Administrative]; MZL517 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE018 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP397 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330_6 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12201,|LU₂×EŠ₂@t|,|LU₂×ŠU|,𒈁,MZL531 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7cn [Standard Babylonian (any period) | Akkado-Babylonian]
U+12202,|LU₂×GAN₂@t|,|LU₂×AŠ₂|,𒈂,ABZL258 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES189 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL521 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE019 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA330_7 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12202,|LU₂×GAN₂@t|,|LU₂×EŠ₂|,𒈂,ABZL258 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES189 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL521 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE019 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA330_7 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1251B,|LU₂×HAL|,LAK340,𒔛,LAK340 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+1220A,|LU₂×LAGAB|,|LU₂.LAGAB|,𒈊,MZL528 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7b [Standard Babylonian (any period) | Akkado-Babylonian]
U+1220B,|LU₂×(ME.EN)|,|LU₂.ME.EN|,𒈋,MZL527' [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7bn [Standard Babylonian (any period) | Akkado-Babylonian]
U+1220F,|LU₂×(SIK₂.BU)|,|LU₂×(SIK₂.SUD)|,𒈏,MZL533 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7dn [Standard Babylonian (any period) | Akkado-Babylonian]
U+12210,|LU₂×TUG₂|,|AL×TUG₂|,𒈐,MZL530 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA330_7c [Standard Babylonian (any period) | Akkado-Babylonian]
U+12215,LU₂@s,LAK349,𒈕,LAK349 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL254 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU277 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU081 [Ur III (~2112–2004 BCE) | Administrative]; MZL516 [Standard Babylonian (any period) | Akkado-Babylonian]; REC290 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP398 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330_8n [Standard Babylonian (any period) | Akkado-Babylonian]
U+12215,LU₂@s,|LU₂×GAM|,𒈕,ABZL254 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU277 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU081 [Ur III (~2112–2004 BCE) | Administrative]; MZL516 [Standard Babylonian (any period) | Akkado-Babylonian]; REC290 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP398 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA330_8n [Standard Babylonian (any period) | Akkado-Babylonian]
U+12218,|LUGAL&LUGAL|,|LUGAL%LUGAL|,𒈘,SLLHA151vn [Standard Babylonian (any period) | Akkado-Babylonian]
U+1221C,LUL,LAK244,𒈜,LAK244 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES138 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP468ter [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK242 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK243 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY207 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL296 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU103a [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU160 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES136 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL164 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU455 [Ur III (~2112–2004 BCE) | Administrative]; MZL570 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE131 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP468 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA355 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA181 [Standard Babylonian (any period) | Akkadian syllabary]
U+1221C,LUL,RSP468bis,𒈜,RSP468bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK242 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK243 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY207 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL296 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU103a [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU160 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES136 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL164 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU455 [Ur III (~2112–2004 BCE) | Administrative]; MZL570 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE131 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP468 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA355 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA181 [Standard Babylonian (any period) | Akkadian syllabary]
U+1221E,|LUM&LUM|,|LUM%LUM|,𒈞,MZL902 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12222,MA@g,|MA×GAN₂@t|,𒈢,LAK035 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL218 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES020 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL219 [Hittite period (~1650–1180 BCE) | Hittite]; KWU292 [Ur III (~2112–2004 BCE) | Administrative]; MZL270 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE027 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP290 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA146 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12224,MAH,MAH@v,𒈤,LAK057 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY029 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL006 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL023 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL010 [Hittite period (~1650–1180 BCE) | Hittite]; KWU091 [Ur III (~2112–2004 BCE) | Administrative]; MZL091 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE242 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP368 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA057 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA024 [Standard Babylonian (any period) | Akkadian syllabary]
U+12226,MAŠ,MAŠ@t,𒈦,LAK042 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY047 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL029 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU045 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES027 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL027 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL020 [Hittite period (~1650–1180 BCE) | Hittite]; KWU107 [Ur III (~2112–2004 BCE) | Administrative]; MZL120 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE036 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP019 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; RSP047 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA074 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA040 [Standard Babylonian (any period) | Akkadian syllabary]
U+12226,MAŠ,F₇,𒈦,LAK042 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY047 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL029 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU045 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES027 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL027 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL020 [Hittite period (~1650–1180 BCE) | Hittite]; KWU107 [Ur III (~2112–2004 BCE) | Administrative]; MZL120 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE036 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP019 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; RSP047 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA074 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA040 [Standard Babylonian (any period) | Akkadian syllabary]
,|ME.NUN.TAG|,|TAG.NUN|,𒈨𒉣𒋳,
U+12230,MUNSUB,UŠX,𒈰,LAK672^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK672^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL397 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES329 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE275 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL820 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA543 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12231,MURGU₂,SIG₄,𒈱,LAK188 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU206 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES111 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL096 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE214 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP114 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL242 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL311 [Hittite period (~1650–1180 BCE) | Hittite]; KWU354 [Ur III (~2112–2004 BCE) | Administrative]; LAK193 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL901 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP113 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA565 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12232,MUŠ,BAU153,𒈲,BAU153 [Early Dynastic (~2900–2340 BCE) | Lagash]; ZATU059 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK235 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY216 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL267 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU152 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES133 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL117 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL342 [Hittite period (~1650–1180 BCE) | Hittite]; KWU388 [Ur III (~2112–2004 BCE) | Administrative]; MZL585 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP337 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA374 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA188 [Standard Babylonian (any period) | Akkadian syllabary]
U+12238,|MUŠ%MUŠ|,|MUŠ&MUŠ|,𒈸,LAK236 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP338 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12238,|MUŠ%MUŠ|,|(PAP.PAP)&(PAP.PAP)|,𒈸,LAK236 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP338 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
,|MUŠ%MUŠ.A.NA|,|(MUŠ%MUŠ)×(A.NA)|,𒈸𒀀𒈾,
U+12239,MUŠ₃,MUŠ₃@g,𒈹,LAK463 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY074 [Standard Babylonian (any period) | Akkadian syllabary]; LAK462 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY062 [Standard Babylonian (any period) | Akkadian syllabary]; ASY075 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL044 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU249 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES242 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL041 [Hittite period (~1650–1180 BCE) | Hittite]; KWU117 [Ur III (~2112–2004 BCE) | Administrative]; MZL153 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP098 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA103v [Standard Babylonian (any period) | Akkado-Babylonian]
U+12243,|NAGA@NAGA|,|4×(AN.ŠE.NAGA)|,𒉃,SLLHA165+165n1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12241,NAGA@180,NAGA@t,𒉁,ABZL298 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL293 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA165n1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1224B,NE@s,|NE×KASKAL|,𒉋,LAK150 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES081 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE096 [Early Dynastic (~2900–2340 BCE) | Ebla]; ASY124 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL117 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU103c [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL064 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL172 [Hittite period (~1650–1180 BCE) | Hittite]; KWU281 [Ur III (~2112–2004 BCE) | Administrative]; MZL312 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP364 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; RSP364bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA173 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA107 [Standard Babylonian (any period) | Akkadian syllabary]
U+1224B,NE@s,|NE×PAP|,𒉋,LAK149 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY124 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL117 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU103c [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL064 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL172 [Hittite period (~1650–1180 BCE) | Hittite]; KWU281 [Ur III (~2112–2004 BCE) | Administrative]; MZL312 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP364 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; RSP364bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA173 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA107 [Standard Babylonian (any period) | Akkadian syllabary]
U+12457,NIGIDAEŠ,NIGIDAEŠ~a,𒑗,LAK836^c [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL850 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP023 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA585c [Standard Babylonian (any period) | Akkado-Babylonian]
U+12457,NIGIDAEŠ,NIGIDAEŠ@c~a,𒑗,LAK836^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK836^c [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL850 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP023 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA585c [Standard Babylonian (any period) | Akkado-Babylonian]
