unicode_id,allograph_ucun,component_position,allograph_sign,allograph_form,allograph_type,compound_form,allographCompound_cun,allographCompound_useq,unicodeTrLit,syllabarySign,PhoneticsVersion,signList_analogue
U+12000,𒀀,1,|SI.A|,|A.SI|,Type_2,|A.SI|,𒀀𒋛,U+12000; U+122DB,a,A,'U4 | 'u4 | A | AIA2 | AYA2 | BARX(A) | BUNIĜX(A) | BURX(A) | DUR5 | DURU5 | E4 | EA | EBIR3 | EMX(A) | EPIR3 | EŠ10 | IA10 | ID5 | ME5 | MU14 | SEDX(A) | YA10 | a | aia2 | aya2 | barx(A) | buniĝx(A) | burx(A) | dur5 | duru5 | e4 | ea | ebir3 | emx(A) | epir3 | eš10 | ia10 | id5 | me5 | mu14 | sedx(A) | ya10 | ĜA10 | ĝa10 | ŠEGX(A) | šegx(A) | ŢUR5 | ţur5,ELLES051 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE031 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK084 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY089 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL164 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU032 [Early Dynastic (~2900–2340 BCE) | Lagash]; HZL089 [Hittite period (~1650–1180 BCE) | Hittite]; KWU095 [Ur III (~2112–2004 BCE) | Administrative]; MZL207 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP292 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA123 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA078 [Standard Babylonian (any period) | Akkadian syllabary]
U+122DB,𒋛,2,|SI.A|,|A.SI|,Type_2,|A.SI|,𒀀𒋛,U+12000; U+122DB,si,SI,HUX(SI) | SE | SEG9 | SI | SIG9 | hux(SI) | se | seg9 | si | sig9 | ŚE | ŚI | śe | śi | ŞI3 | şi3 | ŠE2 | ŠI2 | še2 | ši2,ELLES051 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE031 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK084 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY089 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL164 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU032 [Early Dynastic (~2900–2340 BCE) | Lagash]; HZL089 [Hittite period (~1650–1180 BCE) | Hittite]; KWU095 [Ur III (~2112–2004 BCE) | Administrative]; MZL207 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP292 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA123 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA078 [Standard Babylonian (any period) | Akkadian syllabary]
U+122DE,𒋞,,SIG₄,LUM,Type_3,,,,sig₄,SIG4,BAR5 | EGIR6 | GAR8 | GARA8 | KULLA | KULLUX(SIG4) | MURGU | SEG4 | SIG4 | bar5 | egir6 | gar8 | gara8 | kulla | kullux(SIG4) | murgu | seg4 | sig4 | ĜAR8 | ĝar8 | ŠE27 | ŠEB4 | ŠED16 | ŠEG12 | še27 | šeb4 | šed16 | šeg12,LAK194 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY307 [Standard Babylonian (any period) | Akkadian syllabary]; BAU123 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES114 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL100 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE213 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP138 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK188 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL243 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU206 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES111 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL096 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL311 [Hittite period (~1650–1180 BCE) | Hittite]; KWU355 [Ur III (~2112–2004 BCE) | Administrative]; MZL906 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE214 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP114 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA567 [Standard Babylonian (any period) | Akkado-Babylonian]
X,,1,|SIG₄&SIG₄.ŠU₂|,|SIG₄%SIG₄.ŠU₂|,Type_2,|SIG₄%SIG₄.ŠU₂|,X𒋙,X; U+122D9,,,,MZL907 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA568 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122D9,𒋙,2,|SIG₄&SIG₄.ŠU₂|,|SIG₄%SIG₄.ŠU₂|,Type_2,|SIG₄%SIG₄.ŠU₂|,X𒋙,X; U+122D9,shu₂,ŠU2,EŠŠA2 | GALA6 | ešša2 | gala6 | ŠU2 | ŠUBARTIN | ŠUŠ2 | šu2 | šubartin | šuš2,MZL907 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA568 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122E0,𒋠,1,|SIK₂.SUD|,|SIK₂.BU|,Type_2,|SIK₂.BU|,𒋠𒁍,U+122E0; U+1204D,sik₂,SIK2,SEG2 | SIG2 | SIK2 | SIKI | seg2 | sig2 | sik2 | siki | ŠIK2 | ŠIQ2 | šik2 | šiq2,
U+1204D,𒁍,2,|SIK₂.SUD|,|SIK₂.BU|,Type_2,|SIK₂.BU|,𒋠𒁍,U+122E0; U+1204D,bu,BU,BU | BUR12 | DIM13 | DUL10 | DUR7 | GAZIBU | GAZIMBI | GAZINBI | GAZINBU | GI27 | GID2 | GIDA2 | GIDI3 | GIDIM3 | GIM7 | GIT2 | GIŢ2 | GUZ2 | ILDUMX(BU) | KID10 | KIM3 | KIT10 | MADAL | MADLA | MADLU | MALLA | MUDLA | MUDLU | MUDRA3 | MUDRU3 | MUDUL | MULLA | MULLU | NUN3 | PI8 | PU | QID2 | QIT2 | RA5 | SIR2 | SIX(BU) | SU13 | SUD4 | SUGX(BU) | SURX(BU) | SUŠ3 | TUR8 | bu | bur12 | dim13 | dul10 | dur7 | gazibu | gazimbi | gazinbi | gazinbu | gi27 | gid2 | gida2 | gidi3 | gidim3 | gim7 | git2 | giţ2 | guz2 | ildumx(BU) | kid10 | kim3 | kit10 | madal | madla | madlu | malla | mudla | mudlu | mudra3 | mudru3 | mudul | mulla | mullu | nun3 | pi8 | pu | qid2 | qit2 | ra5 | sir2 | six(BU) | su13 | sud4 | sugx(BU) | surx(BU) | suš3 | tur8 | ŠAŠKI | ŠAŠKU | ŠER2 | ŠIR2 | ŠUD2 | šaški | šašku | šer2 | šir2 | šud2,
U+120EE,𒃮,1,|SILA₃.ŠU.GABA|,|GABA.ŠU.SILA₃|,Type_2,|GABA.ŠU.SILA₃|,𒃮𒋗𒋡,U+120EE; U+122D7; U+122E1,gaba,GABA,DU8 | DUDDA | DUH | GA15 | GAB | GABA | GAP | IRTU | PITRU | QAB | QAP | TAH2 | TU24 | TUH | TUHU | du8 | dudda | duh | ga15 | gab | gaba | gap | irtu | pitru | qab | qap | tah2 | tu24 | tuh | tuhu | ŢAH2 | ŢU5 | ŢUH | ţah2 | ţu5 | ţuh,
U+122D7,𒋗,2,|SILA₃.ŠU.GABA|,|GABA.ŠU.SILA₃|,Type_2,|GABA.ŠU.SILA₃|,𒃮𒋗𒋡,U+120EE; U+122D7; U+122E1,shu,ŠU,KAT7 | QAD | QAT | QATA | SAGIX(ŠU) | kat7 | qad | qat | qata | sagix(ŠU) | ŠU | šu,
U+122E1,𒋡,3,|SILA₃.ŠU.GABA|,|GABA.ŠU.SILA₃|,Type_2,|GABA.ŠU.SILA₃|,𒃮𒋗𒋡,U+120EE; U+122D7; U+122E1,sila₃,SILA3,GA5 | KA4 | QA | QÛ | SAL4 | SALA4 | SIL3 | SILA3 | ga5 | ka4 | qa | qû | sal4 | sala4 | sil3 | sila3 | ŠAL2 | šal2,
U+122E1,𒋡,1,|SILA₃.ŠU.GABA|,|SILA₃.GABA|,Type_2,|SILA₃.GABA|,𒋡𒃮,U+122E1; U+120EE,sila₃,SILA3,GA5 | KA4 | QA | QÛ | SAL4 | SALA4 | SIL3 | SILA3 | ga5 | ka4 | qa | qû | sal4 | sala4 | sil3 | sila3 | ŠAL2 | šal2,
U+120EE,𒃮,2,|SILA₃.ŠU.GABA|,|SILA₃.GABA|,Type_2,|SILA₃.GABA|,𒋡𒃮,U+122E1; U+120EE,gaba,GABA,DU8 | DUDDA | DUH | GA15 | GAB | GABA | GAP | IRTU | PITRU | QAB | QAP | TAH2 | TU24 | TUH | TUHU | du8 | dudda | duh | ga15 | gab | gaba | gap | irtu | pitru | qab | qap | tah2 | tu24 | tuh | tuhu | ŢAH2 | ŢU5 | ŢUH | ţah2 | ţu5 | ţuh,
U+122E1,𒋡,1,|SILA₃.ŠU.GABA|,|SILA₃.GABA.A|,Type_2,|SILA₃.GABA.A|,𒋡𒃮𒀀,U+122E1; U+120EE; U+12000,sila₃,SILA3,GA5 | KA4 | QA | QÛ | SAL4 | SALA4 | SIL3 | SILA3 | ga5 | ka4 | qa | qû | sal4 | sala4 | sil3 | sila3 | ŠAL2 | šal2,
U+120EE,𒃮,2,|SILA₃.ŠU.GABA|,|SILA₃.GABA.A|,Type_2,|SILA₃.GABA.A|,𒋡𒃮𒀀,U+122E1; U+120EE; U+12000,gaba,GABA,DU8 | DUDDA | DUH | GA15 | GAB | GABA | GAP | IRTU | PITRU | QAB | QAP | TAH2 | TU24 | TUH | TUHU | du8 | dudda | duh | ga15 | gab | gaba | gap | irtu | pitru | qab | qap | tah2 | tu24 | tuh | tuhu | ŢAH2 | ŢU5 | ŢUH | ţah2 | ţu5 | ţuh,
U+12000,𒀀,3,|SILA₃.ŠU.GABA|,|SILA₃.GABA.A|,Type_2,|SILA₃.GABA.A|,𒋡𒃮𒀀,U+122E1; U+120EE; U+12000,a,A,'U4 | 'u4 | A | AIA2 | AYA2 | BARX(A) | BUNIĜX(A) | BURX(A) | DUR5 | DURU5 | E4 | EA | EBIR3 | EMX(A) | EPIR3 | EŠ10 | IA10 | ID5 | ME5 | MU14 | SEDX(A) | YA10 | a | aia2 | aya2 | barx(A) | buniĝx(A) | burx(A) | dur5 | duru5 | e4 | ea | ebir3 | emx(A) | epir3 | eš10 | ia10 | id5 | me5 | mu14 | sedx(A) | ya10 | ĜA10 | ĝa10 | ŠEGX(A) | šegx(A) | ŢUR5 | ţur5,
U+122E1,𒋡,1,|SILA₃.ŠU.GABA|,|SILA₃.ŠU|,Type_2,|SILA₃.ŠU|,𒋡𒋗,U+122E1; U+122D7,sila₃,SILA3,GA5 | KA4 | QA | QÛ | SAL4 | SALA4 | SIL3 | SILA3 | ga5 | ka4 | qa | qû | sal4 | sala4 | sil3 | sila3 | ŠAL2 | šal2,
U+122D7,𒋗,2,|SILA₃.ŠU.GABA|,|SILA₃.ŠU|,Type_2,|SILA₃.ŠU|,𒋡𒋗,U+122E1; U+122D7,shu,ŠU,KAT7 | QAD | QAT | QATA | SAGIX(ŠU) | kat7 | qad | qat | qata | sagix(ŠU) | ŠU | šu,
,𒋡𒋗𒃮,,|SILA₃.ŠU.GABA|,|SILA₃.ŠU.GABA|,Type_3,,,,,,,
U+122E1,𒋡,1,|SILA₃.ŠU.GABA|,|SILA₃.ŠU.GABA.A|,Type_2,|SILA₃.ŠU.GABA.A|,𒋡𒋗𒃮𒀀,U+122E1; U+122D7; U+120EE; U+12000,sila₃,SILA3,GA5 | KA4 | QA | QÛ | SAL4 | SALA4 | SIL3 | SILA3 | ga5 | ka4 | qa | qû | sal4 | sala4 | sil3 | sila3 | ŠAL2 | šal2,
U+122D7,𒋗,2,|SILA₃.ŠU.GABA|,|SILA₃.ŠU.GABA.A|,Type_2,|SILA₃.ŠU.GABA.A|,𒋡𒋗𒃮𒀀,U+122E1; U+122D7; U+120EE; U+12000,shu,ŠU,KAT7 | QAD | QAT | QATA | SAGIX(ŠU) | kat7 | qad | qat | qata | sagix(ŠU) | ŠU | šu,
U+120EE,𒃮,3,|SILA₃.ŠU.GABA|,|SILA₃.ŠU.GABA.A|,Type_2,|SILA₃.ŠU.GABA.A|,𒋡𒋗𒃮𒀀,U+122E1; U+122D7; U+120EE; U+12000,gaba,GABA,DU8 | DUDDA | DUH | GA15 | GAB | GABA | GAP | IRTU | PITRU | QAB | QAP | TAH2 | TU24 | TUH | TUHU | du8 | dudda | duh | ga15 | gab | gaba | gap | irtu | pitru | qab | qap | tah2 | tu24 | tuh | tuhu | ŢAH2 | ŢU5 | ŢUH | ţah2 | ţu5 | ţuh,
U+12000,𒀀,4,|SILA₃.ŠU.GABA|,|SILA₃.ŠU.GABA.A|,Type_2,|SILA₃.ŠU.GABA.A|,𒋡𒋗𒃮𒀀,U+122E1; U+122D7; U+120EE; U+12000,a,A,'U4 | 'u4 | A | AIA2 | AYA2 | BARX(A) | BUNIĜX(A) | BURX(A) | DUR5 | DURU5 | E4 | EA | EBIR3 | EMX(A) | EPIR3 | EŠ10 | IA10 | ID5 | ME5 | MU14 | SEDX(A) | YA10 | a | aia2 | aya2 | barx(A) | buniĝx(A) | burx(A) | dur5 | duru5 | e4 | ea | ebir3 | emx(A) | epir3 | eš10 | ia10 | id5 | me5 | mu14 | sedx(A) | ya10 | ĜA10 | ĝa10 | ŠEGX(A) | šegx(A) | ŢUR5 | ţur5,
U+122D7,𒋗,1,|SILA₃.ŠU.GABA|,|ŠU.GABA.A|,Type_2,|ŠU.GABA.A|,𒋗𒃮𒀀,U+122D7; U+120EE; U+12000,shu,ŠU,KAT7 | QAD | QAT | QATA | SAGIX(ŠU) | kat7 | qad | qat | qata | sagix(ŠU) | ŠU | šu,
U+120EE,𒃮,2,|SILA₃.ŠU.GABA|,|ŠU.GABA.A|,Type_2,|ŠU.GABA.A|,𒋗𒃮𒀀,U+122D7; U+120EE; U+12000,gaba,GABA,DU8 | DUDDA | DUH | GA15 | GAB | GABA | GAP | IRTU | PITRU | QAB | QAP | TAH2 | TU24 | TUH | TUHU | du8 | dudda | duh | ga15 | gab | gaba | gap | irtu | pitru | qab | qap | tah2 | tu24 | tuh | tuhu | ŢAH2 | ŢU5 | ŢUH | ţah2 | ţu5 | ţuh,
U+12000,𒀀,3,|SILA₃.ŠU.GABA|,|ŠU.GABA.A|,Type_2,|ŠU.GABA.A|,𒋗𒃮𒀀,U+122D7; U+120EE; U+12000,a,A,'U4 | 'u4 | A | AIA2 | AYA2 | BARX(A) | BUNIĜX(A) | BURX(A) | DUR5 | DURU5 | E4 | EA | EBIR3 | EMX(A) | EPIR3 | EŠ10 | IA10 | ID5 | ME5 | MU14 | SEDX(A) | YA10 | a | aia2 | aya2 | barx(A) | buniĝx(A) | burx(A) | dur5 | duru5 | e4 | ea | ebir3 | emx(A) | epir3 | eš10 | ia10 | id5 | me5 | mu14 | sedx(A) | ya10 | ĜA10 | ĝa10 | ŠEGX(A) | šegx(A) | ŢUR5 | ţur5,
U+122D7,𒋗,1,|SILA₃.ŠU.GABA|,|ŠU.SILA₃.GABA|,Type_2,|ŠU.SILA₃.GABA|,𒋗𒋡𒃮,U+122D7; U+122E1; U+120EE,shu,ŠU,KAT7 | QAD | QAT | QATA | SAGIX(ŠU) | kat7 | qad | qat | qata | sagix(ŠU) | ŠU | šu,
U+122E1,𒋡,2,|SILA₃.ŠU.GABA|,|ŠU.SILA₃.GABA|,Type_2,|ŠU.SILA₃.GABA|,𒋗𒋡𒃮,U+122D7; U+122E1; U+120EE,sila₃,SILA3,GA5 | KA4 | QA | QÛ | SAL4 | SALA4 | SIL3 | SILA3 | ga5 | ka4 | qa | qû | sal4 | sala4 | sil3 | sila3 | ŠAL2 | šal2,
U+120EE,𒃮,3,|SILA₃.ŠU.GABA|,|ŠU.SILA₃.GABA|,Type_2,|ŠU.SILA₃.GABA|,𒋗𒋡𒃮,U+122D7; U+122E1; U+120EE,gaba,GABA,DU8 | DUDDA | DUH | GA15 | GAB | GABA | GAP | IRTU | PITRU | QAB | QAP | TAH2 | TU24 | TUH | TUHU | du8 | dudda | duh | ga15 | gab | gaba | gap | irtu | pitru | qab | qap | tah2 | tu24 | tuh | tuhu | ŢAH2 | ŢU5 | ŢUH | ţah2 | ţu5 | ţuh,
U+122D7,𒋗,1,|SILA₃.ŠU.GABA|,|ŠU.SILA₃.GABA.A|,Type_2,|ŠU.SILA₃.GABA.A|,𒋗𒋡𒃮𒀀,U+122D7; U+122E1; U+120EE; U+12000,shu,ŠU,KAT7 | QAD | QAT | QATA | SAGIX(ŠU) | kat7 | qad | qat | qata | sagix(ŠU) | ŠU | šu,
U+122E1,𒋡,2,|SILA₃.ŠU.GABA|,|ŠU.SILA₃.GABA.A|,Type_2,|ŠU.SILA₃.GABA.A|,𒋗𒋡𒃮𒀀,U+122D7; U+122E1; U+120EE; U+12000,sila₃,SILA3,GA5 | KA4 | QA | QÛ | SAL4 | SALA4 | SIL3 | SILA3 | ga5 | ka4 | qa | qû | sal4 | sala4 | sil3 | sila3 | ŠAL2 | šal2,
U+120EE,𒃮,3,|SILA₃.ŠU.GABA|,|ŠU.SILA₃.GABA.A|,Type_2,|ŠU.SILA₃.GABA.A|,𒋗𒋡𒃮𒀀,U+122D7; U+122E1; U+120EE; U+12000,gaba,GABA,DU8 | DUDDA | DUH | GA15 | GAB | GABA | GAP | IRTU | PITRU | QAB | QAP | TAH2 | TU24 | TUH | TUHU | du8 | dudda | duh | ga15 | gab | gaba | gap | irtu | pitru | qab | qap | tah2 | tu24 | tuh | tuhu | ŢAH2 | ŢU5 | ŢUH | ţah2 | ţu5 | ţuh,
U+12000,𒀀,4,|SILA₃.ŠU.GABA|,|ŠU.SILA₃.GABA.A|,Type_2,|ŠU.SILA₃.GABA.A|,𒋗𒋡𒃮𒀀,U+122D7; U+122E1; U+120EE; U+12000,a,A,'U4 | 'u4 | A | AIA2 | AYA2 | BARX(A) | BUNIĜX(A) | BURX(A) | DUR5 | DURU5 | E4 | EA | EBIR3 | EMX(A) | EPIR3 | EŠ10 | IA10 | ID5 | ME5 | MU14 | SEDX(A) | YA10 | a | aia2 | aya2 | barx(A) | buniĝx(A) | burx(A) | dur5 | duru5 | e4 | ea | ebir3 | emx(A) | epir3 | eš10 | ia10 | id5 | me5 | mu14 | sedx(A) | ya10 | ĜA10 | ĝa10 | ŠEGX(A) | šegx(A) | ŢUR5 | ţur5,
U+122FA,𒋺,1,|SILA₃.ŠU.GABA|,|TAK₄.SILA₃.GABA|,Type_2,|TAK₄.SILA₃.GABA|,𒋺𒋡𒃮,U+122FA; U+122E1; U+120EE,tak₄,TAK4,AZAD2 | DA13 | DAD | DAT | ERBURA | GID6 | GUDIBIR | GUDX(TAK4) | IRBURA | KAMX(TAK4) | KID2 | KIT2 | TA6 | TAD | TAG4 | TAK4 | TAKA4 | TAT | TUKX(TAK4) | URX(TAK4) | azad2 | da13 | dad | dat | erbura | gid6 | gudibir | gudx(TAK4) | irbura | kamx(TAK4) | kid2 | kit2 | ta6 | tad | tag4 | tak4 | taka4 | tat | tukx(TAK4) | urx(TAK4) | ŠURU6 | ŠURUM6 | ŠUX(TAK4) | šuru6 | šurum6 | šux(TAK4) | ŢAT | ţat,
U+122E1,𒋡,2,|SILA₃.ŠU.GABA|,|TAK₄.SILA₃.GABA|,Type_2,|TAK₄.SILA₃.GABA|,𒋺𒋡𒃮,U+122FA; U+122E1; U+120EE,sila₃,SILA3,GA5 | KA4 | QA | QÛ | SAL4 | SALA4 | SIL3 | SILA3 | ga5 | ka4 | qa | qû | sal4 | sala4 | sil3 | sila3 | ŠAL2 | šal2,
U+120EE,𒃮,3,|SILA₃.ŠU.GABA|,|TAK₄.SILA₃.GABA|,Type_2,|TAK₄.SILA₃.GABA|,𒋺𒋡𒃮,U+122FA; U+122E1; U+120EE,gaba,GABA,DU8 | DUDDA | DUH | GA15 | GAB | GABA | GAP | IRTU | PITRU | QAB | QAP | TAH2 | TU24 | TUH | TUHU | du8 | dudda | duh | ga15 | gab | gaba | gap | irtu | pitru | qab | qap | tah2 | tu24 | tuh | tuhu | ŢAH2 | ŢU5 | ŢUH | ţah2 | ţu5 | ţuh,
U+12000,𒀀,1,|SU.A|,|A.ZU|,Type_2,|A.ZU|,𒀀𒍪,U+12000; U+1236A,a,A,'U4 | 'u4 | A | AIA2 | AYA2 | BARX(A) | BUNIĜX(A) | BURX(A) | DUR5 | DURU5 | E4 | EA | EBIR3 | EMX(A) | EPIR3 | EŠ10 | IA10 | ID5 | ME5 | MU14 | SEDX(A) | YA10 | a | aia2 | aya2 | barx(A) | buniĝx(A) | burx(A) | dur5 | duru5 | e4 | ea | ebir3 | emx(A) | epir3 | eš10 | ia10 | id5 | me5 | mu14 | sedx(A) | ya10 | ĜA10 | ĝa10 | ŠEGX(A) | šegx(A) | ŢUR5 | ţur5,
U+1236A,𒍪,2,|SU.A|,|A.ZU|,Type_2,|A.ZU|,𒀀𒍪,U+12000; U+1236A,zu,ZU,KA14 | KI6 | SU2 | ZAX(ZU) | ZU | ka14 | ki6 | su2 | zax(ZU) | zu | ŞU2 | şu2,
U+122E2,𒋢,1,|SU.KUR.RU|,|SU.LAM.KUR.RU|,Type_2,|SU.LAM.KUR.RU|,𒋢𒇴𒆳𒊒,U+122E2; U+121F4; U+121B3; U+12292,su,SU,GUŠ | KUS | KUZ | KUŠ | SU | SUG6 | SUM3 | guš | kus | kuz | kuš | su | sug6 | sum3 | ŚU | śu | ŠU11 | šu11,LAK294 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU122 [Early Dynastic (~2900–2340 BCE) | Lagash]
U+121F4,𒇴,2,|SU.KUR.RU|,|SU.LAM.KUR.RU|,Type_2,|SU.LAM.KUR.RU|,𒋢𒇴𒆳𒊒,U+122E2; U+121F4; U+121B3; U+12292,lam,LAM,EŠX(LAM) | LA12 | LAM | LAMA | LAMMAX(LAM) | LIM3 | LUGX(LAM) | ešx(LAM) | la12 | lam | lama | lammax(LAM) | lim3 | lugx(LAM),LAK294 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU122 [Early Dynastic (~2900–2340 BCE) | Lagash]
U+121B3,𒆳,3,|SU.KUR.RU|,|SU.LAM.KUR.RU|,Type_2,|SU.LAM.KUR.RU|,𒋢𒇴𒆳𒊒,U+122E2; U+121F4; U+121B3; U+12292,kur,KUR,AMMA | ANUBU | GE21 | GEN3 | GIN3 | GINA3 | GUR16 | KIN3 | KUR | LAT | LAŢ | MAD | MAŢ | NAD | NAT | NATA | QUR2 | RAMAN | RAMANU | RAZU | RAŠU | SAD | SAT | SATA | ZIZANU | amma | anubu | ge21 | gen3 | gin3 | gina3 | gur16 | kin3 | kur | lat | laţ | mad | maţ | nad | nat | nata | qur2 | raman | ramanu | razu | rašu | sad | sat | sata | zizanu | ŠAD | ŠADA | ŠADU | ŠAHAN | ŠAT | ŠATA | ŠAŢ | šad | šada | šadu | šahan | šat | šata | šaţ,LAK294 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU122 [Early Dynastic (~2900–2340 BCE) | Lagash]
U+12292,𒊒,4,|SU.KUR.RU|,|SU.LAM.KUR.RU|,Type_2,|SU.LAM.KUR.RU|,𒋢𒇴𒆳𒊒,U+122E2; U+121F4; U+121B3; U+12292,ru,RU,GEŠBA | GEŠBU | ILAR | ILLAR | ILLULU | ILLUR | ILLURU | RU | SUB7 | gešba | gešbu | ilar | illar | illulu | illur | illuru | ru | sub7 | ĜEŠBA | ĜEŠBU | ĜEŠPU | ĝešba | ĝešbu | ĝešpu | ŠIB2 | ŠUB | ŠUBA5 | ŠUP | ŠUX(RU) | šib2 | šub | šuba5 | šup | šux(RU),LAK294 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU122 [Early Dynastic (~2900–2340 BCE) | Lagash]
U+122E3,𒋣,,|SU&SU|,SU,Type_3,,,,,,,LAK293 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY006 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL137 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE120 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+122E4,𒋤,,SUD,BU,Type_3,,,,sud,SUD,SAR4 | SIR | SIX(SUD) | SU3 | SUD | SUG4 | ZIR4 | ZU6 | sar4 | sir | six(SUD) | su3 | sud | sug4 | zir4 | zu6 | ŚU3 | śu3 | ŠIR8 | ŠUD | ŠUT | ŠUX(SUD) | ŠUZ | ŠUŢ | šir8 | šud | šut | šux(SUD) | šuz | šuţ,LAK232 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY213 [Standard Babylonian (any period) | Akkadian syllabary]; BAU148 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES131 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL115 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE123 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP335 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK235^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY215 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL266 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU149 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU151 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL116 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL341 [Hittite period (~1650–1180 BCE) | Hittite]; KWU386 [Ur III (~2112–2004 BCE) | Administrative]; MZL584 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP336 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA373 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA187 [Standard Babylonian (any period) | Akkadian syllabary]
U+122E4,𒋤,,SUD,BU@g,Type_3,,,,sud,SUD,SAR4 | SIR | SIX(SUD) | SU3 | SUD | SUG4 | ZIR4 | ZU6 | sar4 | sir | six(SUD) | su3 | sud | sug4 | zir4 | zu6 | ŚU3 | śu3 | ŠIR8 | ŠUD | ŠUT | ŠUX(SUD) | ŠUZ | ŠUŢ | šir8 | šud | šut | šux(SUD) | šuz | šuţ,LAK233 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES132 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE124 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK235^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY215 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL266 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU149 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU151 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL116 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL341 [Hittite period (~1650–1180 BCE) | Hittite]; KWU386 [Ur III (~2112–2004 BCE) | Administrative]; MZL584 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP336 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA373 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA187 [Standard Babylonian (any period) | Akkadian syllabary]
