p_number,designation,period,provenience,subgenre,line_label,sumerian_reading,sign_sequence,akkadian_gloss
P228839,"MSL 13, 094 W1",Old Babylonian,Nippur,OB Nippur Diri,r ii' 26,gil-sa,,
P228839,"MSL 13, 094 W1",Old Babylonian,Nippur,OB Nippur Diri,r ii' 27,gil-sa,,
P228839,"MSL 13, 094 W1",Old Babylonian,Nippur,OB Nippur Diri,r ii' 28,sa-gir₁₁(KEŠ₂)⸢ra⸣,,
P228839,"MSL 13, 094 W1",Old Babylonian,Nippur,OB Nippur Diri,r ii' 29,sa,,
P228839,"MSL 13, 094 W1",Old Babylonian,Nippur,OB Nippur Diri,r ii' 30,sa-du₃,,
P228839,"MSL 13, 094 W1",Old Babylonian,Nippur,OB Nippur Diri,r ii' 31,sa,,
P228839,"MSL 13, 094 W1",Old Babylonian,Nippur,OB Nippur Diri,r ii' 32,⸢sa⸣,,
P228839,"MSL 13, 094 W1",Old Babylonian,Nippur,OB Nippur Diri,r ii' 33,⸢sa⸣,,
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,1,ila-ba₄,AN-GA₂,i-la-ba
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,2,{d}gibil₆,AN-NE-GI,gi-ri
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,3,{d}gira₂,AN-GIŠ-BAR,{d}NE.GI
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,4,{d}a-ba₄-ba₄,AN-A-GA₂-GA₂,a-ba-ba
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,5,{d}za-ba₄-ba₄,AN-ZA-GA₂-GA₂,za-ba-ba
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,6,{d}nin-gublaga,AN-SAL-TUG₂-|EZEN×LA|,ni-in-gu-ub-la-ga
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,7,{d}li₉-si₄,,li-si
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,8,,{d}sirsirₓ(|BU&BU|)e,si-ir-si-re
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,9,{d}marduk,AN-AMAR-UTU,ma-ru-tu-u₄
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,10,{d}girid₂-ra,AN-|GIR₃×GAN₂@t|RA,i-il-la
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,11,{d}er₃-ra,AN-ARAD-RA,er-ra
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,12,{d}uttu(|TAG.TUG₂|),AN-TAG-TUG₂,ut-⸢tu⸣
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,r 1,{d}kamad-me,,la-ma-⸢aš⸣-[tum]
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,r 2,{d}nin-mug,AN-SAL-TUG₂-MUG,ni-im-mu-⸢ug⸣
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,r 3,,AN-|LAGAB×(GUD&GUD)|MA,{d}UTU
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,r 4,{d}en-ŠITA₄,AN-EN-U-KID,ha-al-mu
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,r 5,{d}nin-ŠITA₄,AN-SAL-TUG₂-U-KID,ha-la-mu
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,r 6,{d}id₂-lu₂-ru-gu₂,AN-A-|LAGAB×HAL|LU₂-RU-GU₂,i-id
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,r 7,{d}dim₃-kug,,ha-lu-la-a-a
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,r 8,{d}dim₃-kug,,iš-ka-ri-su₂-u₄
P228913,"MSL 15, 011 S1",Old Babylonian,Nippur,OB Nippur Diri,r 9,tilla₂,AN-AŠ-AN,su₂-qum
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,o i 1,dirig,{[...]}|SI.A|,wa-at-ru-⸢um⸣
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,o i 2,dirig,|SI.A|,šu-tu-ru-⸢um⸣
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,o i 3,dirig,|SI.A|,ni-qe₃-el-pu-⸢um⸣
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,o i 4,dirig,|SI.A|,a-ša-⸢šum⸣
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,o i 5,dirig,|SI.A|,e-⸢li⸣
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,o i 6,dirig,|SI.A|,el-⸢x⸣
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,o i 7,dirig,|SI.A|,ka-pi-⸢dum⸣
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,o i 8,dirig,|SI.A|,[x]-⸢x-ru-x⸣
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,r 1',du₉-du₉,|BUR₂.BUR₂|,⸢ma-a⸣-[ṣum]
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,r 2',dun₅-dun₅,|BUR₂.BUR₂|,na-a-qu₂-⸢um⸣
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,r 3',bur₂-bur₂,{[bu]-⸢ur⸣-bu-ur}|BUR₂.BUR₂|,pa-ša-a-rum
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,r 4',bur₂-bur₂,|BUR₂.BUR₂|,wa-ša(AL-)ru-um
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,r 5',bur₂-bur₂,|BUR₂.BUR₂|,ša-al-ṭu₃-tum
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,r 6',ara₅,{[a]-ra}|HI×AŠ₂.HI×AŠ₂|,sa₃-ma-du-um
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,r 7',ara₅,|HI×AŠ₂.HI×AŠ₂|,ṭe-e-nu-um
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,r 8',ara₅,|HI×AŠ₂.HI×AŠ₂|,a-ra-ru-um
P229042,"MSL 15, 008 E",Old Babylonian,Nippur,OB Nippur Diri,r 9',lilib,{[...]}|IGI.IGI|,sa₃-a-ru-um
P229044,"MSL 15, 010 J1",Old Babylonian,Nippur,OB Nippur Diri,o 4,,[X-X]-LAL,na-du-u₂-um
P229044,"MSL 15, 010 J1",Old Babylonian,Nippur,OB Nippur Diri,o 5,,[X-X]-SI,ku-ur-ku-u₂-um
P229044,"MSL 15, 010 J1",Old Babylonian,Nippur,OB Nippur Diri,o 6,,|SU.LU.EŠ₂|,lu-up-pu-um
P229044,"MSL 15, 010 J1",Old Babylonian,Nippur,OB Nippur Diri,o 7,[ba]-⸢e⸣,,za-zum
P229044,"MSL 15, 010 J1",Old Babylonian,Nippur,OB Nippur Diri,o 8,[za-e],,⸢at⸣-ta
P229044,"MSL 15, 010 J1",Old Babylonian,Nippur,OB Nippur Diri,o 9,[ŋa₂-e],,[a]-⸢na⸣-ku-u₂
P229044,"MSL 15, 010 J1",Old Babylonian,Nippur,OB Nippur Diri,r 1',[...]-ur,,
P229044,"MSL 15, 010 J1",Old Babylonian,Nippur,OB Nippur Diri,r 2',[...]-⸢x,,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 1',,|GIŠ.TUG₂.PI.A.SILA₃|,⸢uz⸣-[...]
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 2',,|GIŠ.TUG₂.PI.A.SILA₃|,ha-si-[su₂-um]
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 3',,|GIŠ.TUG₂.PI.A.SILA₃|,qa₂-⸢a⸣-[lum]
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 4',,|GIŠ.TUG₂.PI.A.SILA₃|,u₂-⸢te⸣-[...]
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 5',,{ŋeš}|URU×(MIN.URUDA)|,pa-aš-[šu-ru-um]
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 6',,{ŋeš}|GA₂×(NUN&NUN)|,⸢gu⸣-[...]
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 7',{ŋeš}RA,,⸢BU⸣-[...]
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 8',,{⸢ŋeš⸣}|GIŠ.MA₂.RA|,⸢x⸣-[...]
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 9',{ŋeš}X-X-⸢X⸣,,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 14',{⸢ŋeš⸣}[LUGAL],,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 15',,{ŋeš}|IGI.DIB|LUH,⸢pe-er-hu⸣-[um]
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 16',,{<(ŋeš}|IGI.DIB|LUH,ta-ar-mi-⸢ku⸣
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 17',,{<(ŋeš}|IGI.DIB|LUH,ha-aṭ-ṭu₃
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,o 18',,|GIŠ.NE@s|,ṣe-eh-ru-um
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r i' 1,bu₅,|LAGAB×(U.U.U)|,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r i' 2,zar,|LAGAB×SUM|,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r i' 3,buru₁₆,|LAGAB×SUM|,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r i' 4,[x]-⸢x⸣,|LAGAB×X|,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r ii' 1,umuš,⸢TUG₂⸣,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r ii' 2,dul,|U.TUG₂|,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r ii' 3,me,⸢ME⸣,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r ii' 4,isib,ME,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r ii' 9,⸢u₂⸣-[...],,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r ii' 10,niŋin₅,,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r ii' 11,laʾu,⸢X⸣-[X],
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r ii' 12,ha-al,LAL₂-⸢X⸣,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r ii' 13,pa₄,PAP,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r ii' 14,kur₂,PAP,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r ii' 15,pa₅,PAP,
P229410,"MSL 14, 020 Ci, 021 Dp",Old Babylonian,Nippur,OB Nippur Diri,r ii' 16,sila₃,⸢SILA₃⸣,
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 1',dirig,|SI.A|,[...]-⸢um⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 2',dirig,|SI.A|,ra-ap-šum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 3',dirig,|SI.A|,ša-ba-bu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 4',dirig,|SI.A|,na-ha-al-lum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 5',dirig,|SI.A|,na-sa-qum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 6',dirig,|SI.A|,na-sa-ku
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 7',dirig,|SI.A|,za-qa₂-ru-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 8',dirig,|SI.A|,ma-ha-hu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 9',dirig,|SI.A|,ma-ha-ru-⸢um⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 10',puzur₄,|KA×GAN₂@t.ŠA|{pu₃-⸢zu-ur₂⸣},pu-uz-ru-⸢um⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 11',puzur₄,|KA×GAN₂@t.ŠA|,ra-ga-mu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 12',puzur₄,|KA×GAN₂@t.ŠA|,hi-di-ir-tum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 13',mumun,|KA×LI.KA×LI|{mu-mu-un},ri-ig-mu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 14',mumun,|KA×LI.KA×LI|,ši-ip-tum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 15',mumun,|KA×LI.KA×LI|,wa-ši-⸢pu-um⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 16',mumun,|KA×LI.KA×LI|,⸢ra⸣-mi-⸢mu-um⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 17',dadag,|UD.UD|{⸢da⸣-da-ag},⸢el⸣-lum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 18',dadag,|UD.UD|,eb-bu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 19',dadag,|UD.UD|,⸢na-am-ru⸣-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 20',huhud,|UD.UD|{hu-hu-ud},el-lum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 21',huhud,|UD.UD|,eb-bu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 22',huhud,|UD.UD|,na-am-⸢ru⸣-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 23',tatam,|UD.UD|{⸢ta⸣-ta-⸢am⸣},el-lum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 24',tatam,|UD.UD|,eb-bu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o i 25',tatam,|UD.UD|,na-am-ru-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 1',tur-tur,|TUR.TUR|,
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 2',tur-tur,|TUR.TUR|,⸢la⸣-hu-⸢tum⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 3',tur-tur,|TUR.TUR|,⸢en⸣-šu-tum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 4',tur-tur,|TUR.TUR|,⸢da-qu₃⸣-tum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 5',tur-tur,|TUR.TUR|,u₂-⸢te⸣-ni-nu-<<nu>>-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 6',tur-tur,|TUR.TUR|,⸢šu-x-tum⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 7',di₄-di₄-la₂,TUR-TUR-LAL,⸢ṣu₂-ha-ru-um⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 8',di₄-di₄-la₂,<(TUR-TUR-LAL)>,⸢da-qu₃-tum⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 9',di₄-di₄-la₂,<(TUR-TUR-LAL)>,⸢da-qu₂⸣-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 10',gur₄-gur₄,|LAGAB.LAGAB|,⸢i-ta-ag-ru-ru-um⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 11',gur₄-gur₄,|LAGAB.LAGAB|,⸢pu-ug-gu₅-lum⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 12',gur₄-gur₄,|LAGAB.LAGAB|,⸢ka-ab-ru-um⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 13',gur₄-gur₄,|LAGAB.LAGAB|,⸢ku⸣-bu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 14',niŋin,|LAGAB.LAGAB|,⸢se₂-ke-ru⸣-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 15',niŋin,|LAGAB.LAGAB|,sa₃-⸢ma⸣-kum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 16',<(a)>-niŋin,|LAGAB.LAGAB|,⸢ša-qu₂⸣-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 17',<(a)>-niŋin,|LAGAB.LAGAB|,a-wi-ri-a-⸢an⸣-nu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 18',<(a)>-niŋin,|LAGAB.LAGAB|,⸢e-du⸣-u₂-⸢um⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 19',niŋin,|LAGAB.LAGAB|,ṣa-a-⸢du-um⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 20',niŋin,|LAGAB.LAGAB|,sa₃-ha-ru-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 21',niŋin,|LAGAB.LAGAB|,la-wu-u₂-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 22',niŋin,|LAGAB.LAGAB|,⸢ša⸣-[a]-⸢u₂⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 23',niŋin,|LAGAB.LAGAB|,⸢e⸣-[ge-ru]-⸢um⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o ii 24',niŋin,|LAGAB.LAGAB|,⸢e-be₂-ṭum⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 1',lah₅,|DU.DU|,⸢ša-la⸣-[lu-um]
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 2',lah₅,|DU.DU|,a-la-⸢kum⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 3',lah₅-lah₅,|DU.DU.DU.DU|,bu-ub-bu-lum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 4',gir₅-gir₅,|DU@s.DU@s|,ṭe₃-bu-u₂-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 5',gir₅-gir₅,|DU@s.DU@s|,ti-ṭe₃-bu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 6',gir₅-gir₅,|DU@s.DU@s|,ha-la-pu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 7',DU@s-DU@s,|DU@s.DU@s|,⸢as₂⸣-qu₃-du-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 8',dun₅-dun₅,|BUR₂.BUR₂|,⸢da⸣-ma-mu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 9',du₉-du₉,|BUR₂.BUR₂|,da-⸢ba⸣-bu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 10',dun₅-dun₅,|BUR₂.BUR₂|,⸢ma⸣-a-ṣum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 11',dun₅-dun₅,|BUR₂.BUR₂|,na-a-qu₂-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 12',bur₂-bur₂,|BUR₂.BUR₂|,pa-ša-a-rum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 13',bur₂-bur₂,|BUR₂.BUR₂|,wa-ša-ru-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 14',bur₂-bur₂,|BUR₂.BUR₂|,ša-al-ṭu₃-tum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 15',ara₃-ara₃,|HI×AŠ₂.HI×AŠ₂|,sa₃-ma-du-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 16',ara₃-ara₃,|HI×AŠ₂.HI×AŠ₂|,ṭe-e-nu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 17',ara₃-ara₃,|HI×AŠ₂.HI×AŠ₂|,a-ra-ru-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 18',lilib,|IGI.IGI|,sa₃-a-ru-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 19',lilib,|IGI.IGI|,ha-ab-ba-tum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 20',lilib,|IGI.IGI|,ša-ar-ra-qum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 21',lilib,|IGI.IGI|,mu-⸢ut-ta⸣-ah-li-lum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 22',bad₅-bad₅,|IGI.IGI|,pa-ti-a-⸢am⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 23',bad₅-bad₅,|IGI.IGI|,wa-al-ṣa
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iii 24',ši-ši,|IGI.IGI|,ši-šu-u₂
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 1',ganzer,|IGI.KUR.ZA|,
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 2',ganzer,|IGI.KUR.ZA|,⸢ka-ni⸣-[sur-ru]
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 3',ganzer,|IGI.KUR.ZA|,ba-ab
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 4',igi,|IGI.KUR|,pa-ni
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 5',,henburₓ(|IGI.KAK|),he-bu-ru-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 6',dala₂,|IGI.KAK|,ṣi-il-lu-u₂
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 7',šukur,|IGI.KAK|,⸢šu⸣-ku-ru-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 8',šukur,|IGI.KAK|,⸢ha⸣-al-wu-u₂-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 9',ubri₂,|IGI.DIM|,da-hi-mu-u₂-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 10',ubri₂,|IGI.DIM|,⸢šu-ku⸣-ru-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 11',henzer,|IGI.DIM|,⸢ṣe⸣-eh-ru-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 12',henzer,|IGI.DIM|,pe-hu-u₂
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 13',{ŋeš}ligima,{ŋeš}|IGI.TUR.TUR|,li-gi₄-mu-u₂
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 14',{ŋeš}ligima,{<(ŋeš}|IGI.TUR.TUR|,zi-iq-pu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 15',{ŋeš}ligima,{<(ŋeš}|IGI.TUR.TUR|,ni-ip-lum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 16',gurum₂(|IGI.DUN|),|IGI.DUN|,pa-qa₂-du-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 17',gurum₂(|IGI.DUN|),|IGI.DUN|,pi-<qi₂>-it-tum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 18',sig₅(|IGI.DUN|),|IGI.DUN|,ṣa-ra-pu-um
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 19',u₆-nir,|IGI.E₂||NUN&NUN|,zi-qu₂-ra-⸢tum⸣
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 20',u₆,|IGI.E₂|,a-⸢ma⸣-[ru-um]
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 21',u₆,|IGI.E₂|,
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,o iv 22',,⸢IGI⸣-[X-X],
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,r i 1,uktin,|IGI@g.ALAN|,bu-na-nu
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,r i 2,uktin,|IGI@g.ALAN|,bi-ne-tum
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,r i 3,uktin,|IGI@g.ALAN|,ṣu₂-bu-ur
P229672,"MSL 15, 008 A",Old Babylonian,Nippur,OB Nippur Diri,r i 4,,zermuškuₓ(|TAK₄.ALAN|),gu-ur-gu-ru-um
